,condition,entropy
736,Full,1.3500019826089926
737,Truncated,2.4350136832361864
738,Full,1.4808576625032521
739,Truncated,2.39985183968541
740,Full,1.441083264496179
741,Truncated,2.4180556604641588
742,Full,1.5037197988973365
743,Truncated,2.4345132533814753
744,Full,1.4034281633961734
745,Truncated,2.3785761822274547
746,Full,1.4441606311814228
747,Truncated,2.4416188464713646
748,Full,1.4165289871519113
749,Truncated,2.4257911985322425
750,Full,1.4549250253413952
751,Truncated,2.4332008460720176
752,Full,1.3405999530400692
753,Truncated,2.3738363083899676
754,Full,1.2584249372742493
755,Truncated,2.4269868761741824
756,Full,1.323760770904348
757,Truncated,2.3128984369912176
758,Full,1.3904715366562677
759,Truncated,2.4217622146589433
760,Full,1.4157312430184519
761,Truncated,2.4007473403090254
762,Full,1.4383450738132457
763,Truncated,2.4070832955551325
764,Full,1.4252044450908554
765,Truncated,2.4281150323929324
766,Full,1.3797069261627783
767,Truncated,2.382300704443255
768,Full,1.4783728015040687
769,Truncated,2.433266738398376
770,Full,1.3903316815630702
771,Truncated,2.4117483732034146
772,Full,1.4744324508843392
773,Truncated,2.4370876433199595
774,Full,1.4124742978109484
775,Truncated,2.432308117092844
776,Full,1.5009500370351243
777,Truncated,2.4147602853271777
778,Full,1.352267040240092
779,Truncated,2.4118091375741564
780,Full,1.4196190550847796
781,Truncated,2.4027936245988326
782,Full,1.424060633562916
783,Truncated,2.4343156087540327
784,Full,1.385408459566332
785,Truncated,2.3744175520586297
786,Full,1.4643463550083056
787,Truncated,2.427194430206405
788,Full,1.4436314946405555
789,Truncated,2.417634979340057
790,Full,1.4850540106175065
791,Truncated,2.41856526863232
792,Full,1.3823695175759199
793,Truncated,2.3902030406639154
794,Full,1.4080666516593747
795,Truncated,2.4384032796634982
796,Full,1.379198230706392
797,Truncated,2.392596501200912
798,Full,1.3410961689007819
799,Truncated,2.4575375977067515
800,Full,1.35945691728629
801,Truncated,2.427496218881579
802,Full,1.3591910244338714
803,Truncated,2.4488382168822076
804,Full,1.300725157278373
805,Truncated,2.438124910803661
806,Full,1.3071476637035677
807,Truncated,2.4550796692498973
808,Full,1.370561206221538
809,Truncated,2.3785416047221686
810,Full,1.3917800774398503
811,Truncated,2.400594324176381
812,Full,1.481579962208805
813,Truncated,2.446355724779754
814,Full,1.4963559827162218
815,Truncated,2.411729773354639
816,Full,1.4190063173729675
817,Truncated,2.42967905469063
818,Full,1.5129720622613103
819,Truncated,2.4050269706955114
820,Full,1.3916961488671766
821,Truncated,2.4044841859221093
822,Full,1.4453893186401934
823,Truncated,2.3992064184242206
824,Full,1.369450224102757
825,Truncated,2.453888941678362
826,Full,1.4400833090515768
827,Truncated,2.407109335086172
828,Full,1.3305727135148206
829,Truncated,2.442855227965028
830,Full,1.3390270993540319
831,Truncated,2.369591021138077
832,Full,1.3562392591604848
833,Truncated,2.4213726541401264
834,Full,1.3951039336848114
835,Truncated,2.4454200952335925
836,Full,1.3714805370561924
837,Truncated,2.305107631199254
838,Full,1.4822497847330198
839,Truncated,2.4010143622567055
840,Full,1.3855553909873544
841,Truncated,2.4344945742034367
842,Full,1.3586571461414727
843,Truncated,2.4608664773881967
844,Full,1.4144283363398251
845,Truncated,2.3644043937864176
846,Full,1.3323567171818698
847,Truncated,2.414708189129969
848,Full,1.4195545014177564
849,Truncated,2.461389233252246
850,Full,1.422748604812544
851,Truncated,2.4110728129767356
852,Full,1.4499774579084335
853,Truncated,2.3499773782185436
854,Full,1.3825663015325276
855,Truncated,2.4348606792531724
856,Full,1.4055411235462771
857,Truncated,2.435395552718295
858,Full,1.487492545591971
859,Truncated,2.426441229748241
860,Full,1.3919199996229763
861,Truncated,2.4307446914658413
862,Full,1.510286492566847
863,Truncated,2.415800718988825
864,Full,1.4124072443192017
865,Truncated,2.4227869037536687
866,Full,1.4498664736508722
867,Truncated,2.400380541020965
868,Full,1.4406907590068612
869,Truncated,2.4137734909071784
870,Full,1.4236892558614307
871,Truncated,2.419743908507485
872,Full,1.5040481577055562
873,Truncated,2.419286419419623
874,Full,1.3807460501050048
875,Truncated,2.4489986755318607
876,Full,1.3759402319285923
877,Truncated,2.4015739269022975
878,Full,1.4180688974612405
879,Truncated,2.408562283508097
880,Full,1.282869827736651
881,Truncated,2.395232210993594
882,Full,1.3722307536697183
883,Truncated,2.402698177034961
884,Full,1.4260540176042478
885,Truncated,2.4197196498609697
886,Full,1.4276524806227542
887,Truncated,2.425351424628336
888,Full,1.3677458812203018
889,Truncated,2.3977447409206216
890,Full,1.2663161479828307
891,Truncated,2.423356966532651
892,Full,1.3838854074874163
893,Truncated,2.4327844263893907
894,Full,1.509091486077289
895,Truncated,2.427177124049186
896,Full,1.3387416507374035
897,Truncated,2.388679420568125
898,Full,1.3319973450085243
899,Truncated,2.43203387965548
900,Full,1.316963333424324
901,Truncated,2.4137086199142574
902,Full,1.4367317682601604
903,Truncated,2.3941891171163885
904,Full,1.4220242146799786
905,Truncated,2.416099748015848
906,Full,1.3307781137572126
907,Truncated,2.4354363239215466
908,Full,1.368871526234852
909,Truncated,2.4175712218779175
910,Full,1.4376193181264036
911,Truncated,2.4304264137121634
912,Full,1.3775593375698358
913,Truncated,2.4014418882622985
914,Full,1.3779056731583705
915,Truncated,2.4417493382695734
916,Full,1.4161621320767313
917,Truncated,2.4069416776229184
918,Full,1.4193820069762793
919,Truncated,2.4432488058738935
920,Full,1.5162385914578522
921,Truncated,2.4055179680109826
922,Full,1.471205179311656
923,Truncated,2.413700041204044
924,Full,1.4181506475544796
925,Truncated,2.4227448433761327
926,Full,1.4398001050067717
927,Truncated,2.4147373485068875
928,Full,1.4421685315374053
929,Truncated,2.4454715736754298
930,Full,1.3860232091603377
931,Truncated,2.387350291923374
932,Full,1.4636163611374098
933,Truncated,2.4038794293880406
934,Full,1.3628972787404838
935,Truncated,2.4181109217242716
936,Full,1.476648713275338
937,Truncated,2.415715817365803
938,Full,1.4683128183308862
939,Truncated,2.4301766720086255
940,Full,1.305251396165263
941,Truncated,2.4429269587486337
942,Full,1.4267365237792624
943,Truncated,2.4359869469079563
944,Full,1.361107818338979
945,Truncated,2.4380727855453737
946,Full,1.383273103667032
947,Truncated,2.437843006424449
948,Full,1.4151528387723444
949,Truncated,2.405929979780133
950,Full,1.3743866156851727
