,thinking_time,auto_actions
310,2.885,0
311,3.9610000000000003,0
312,5.617999999999999,0
313,7.699,2
314,3.319,0
315,3.835,1
316,3.824,0
317,13.772,0
318,6.869,0
319,15.751,1
320,5.374,0
321,2.673,0
322,11.012,0
323,9.021,2
324,19.488,0
325,1.1740000000000002,0
326,17.653,2
327,10.923,0
328,2.887,0
329,8.54,0
330,5.099,2
331,1.575,1
332,6.9879999999999995,0
333,24.198,1
334,8.045,1
335,3.833,0
336,3.278,1
337,3.161,7
338,2.3280000000000003,0
339,79.282,0
340,5.2860000000000005,3
341,1.3319999999999999,0
342,3.197,0
343,0.929,0
344,0.589,2
345,7.954,0
346,1.0270000000000001,0
347,2.945,0
348,15.706,0
349,2.989,0
350,31.323,0
351,3.5180000000000002,0
352,0.502,0
353,4.008,3
354,23.435,3
355,16.647000000000002,0
356,3.62,0
357,7.077000000000001,0
358,6.872000000000001,0
359,7.244,0
360,2.585,0
361,10.392999999999999,0
362,4.5169999999999995,0
363,9.856,0
364,3.158,0
365,4.232,0
366,15.542,0
367,2.937,0
368,20.639,0
369,4.795,0
370,9.898,1
371,5.417999999999999,0
372,6.899,0
373,16.414,0
374,3.1889999999999996,0
375,3.011,1
376,33.455999999999996,0
377,5.336,0
378,3.843,0
379,3.463,0
380,2.6830000000000003,0
381,3.9760000000000004,0
382,2.307,1
383,3.178,3
384,6.167999999999999,0
385,2.998,1
386,10.624,0
387,4.258,6
388,5.372999999999999,0
389,2.531,0
390,2.9139999999999997,2
391,1.443,3
392,3.763,0
393,1.225,0
394,3.319,0
395,3.9730000000000003,2
396,10.999,1
397,7.172000000000001,1
398,3.049,0
399,6.466,3
400,4.485,2
401,1.014,3
402,4.101,0
403,11.594000000000001,0
404,7.356,1
405,4.507,0
406,6.146,0
407,9.99,0
408,2.9339999999999997,0
409,6.912999999999999,0
410,2.532,2
411,9.648,0
412,5.5360000000000005,0
413,22.840999999999998,0
414,7.824,1
415,6.711,0
416,2.897,0
417,16.84,1
418,8.087,0
419,4.712,0
420,5.025,0
421,2.9360000000000004,0
422,10.618,4
423,54.504,0
424,4.565,2
425,17.153,1
426,4.565,0
427,7.443,0
428,6.277,1
429,2.7889999999999997,0
430,3.9819999999999998,0
431,33.75,0
432,3.054,0
433,8.232999999999999,0
434,3.927,0
435,3.59,0
436,6.775,0
437,5.992000000000001,1
438,37.91,0
439,5.029,1
440,3.4760000000000004,2
441,4.551,0
442,0.6920000000000001,0
443,6.017,1
444,3.3539999999999996,1
445,7.237,1
446,3.503,0
447,4.04,0
448,3.7119999999999997,0
449,5.228,1
450,4.06,0
451,5.66,1
452,7.937,1
453,2.7089999999999996,0
454,7.024,0
455,6.031000000000001,0
456,5.528,0
457,14.696,0
458,3.2239999999999998,0
459,5.737,0
460,7.32,1
461,1.5430000000000001,0
462,3.792,0
463,2.759,0
464,0.8540000000000001,0
465,5.2410000000000005,0
466,3.951,0
467,6.232,2
468,0.8059999999999999,3
469,5.032,2
470,4.641,0
471,11.383,3
472,4.434,0
473,8.234,1
474,2.563,0
475,3.9619999999999997,1
476,2.573,0
477,2.925,2
478,14.985999999999999,0
479,0.648,1
480,3.592,1
481,7.652,1
482,6.6579999999999995,1
483,6.428,7
484,4.831,0
485,1.068,0
486,2.675,0
487,9.318999999999999,1
488,3.093,0
489,2.7319999999999998,0
490,2.548,1
491,1.315,0
492,2.897,0
493,4.103,0
494,0.838,2
495,2.544,0
496,2.6069999999999998,1
497,5.1160000000000005,0
498,6.957000000000001,0
499,2.6910000000000003,0
500,5.436,3
501,5.439,0
502,2.9139999999999997,0
503,4.569,0
504,4.282,0
505,14.124,0
506,4.5280000000000005,1
507,3.93,2
508,4.468999999999999,0
509,1.151,1
510,5.436,1
511,5.655,0
512,5.813,1
513,4.218,0
514,2.98,0
515,5.513,1
516,2.793,1
517,9.822000000000001,0
518,3.517,0
519,2.813,0
520,2.949,0
521,3.7,0
522,3.8080000000000003,0
523,5.6610000000000005,2
524,14.103,0
525,4.184,2
526,0.6679999999999999,1
527,4.18,1
528,0.649,1
529,0.501,0
530,3.327,1
531,0.508,0
532,5.584,0
533,3.273,2
534,1.4669999999999999,4
535,0.8690000000000001,0
536,9.097000000000001,0
537,4.36,0
538,4.312,1
539,19.204,0
540,2.9960000000000004,0
541,2.697,0
542,2.8789999999999996,2
543,2.728,0
544,2.9210000000000003,0
545,2.992,1
546,25.151999999999997,1
547,10.511,0
548,5.3,1
549,7.324,0
550,8.372,0
551,2.946,0
552,2.552,1
553,5.23,0
554,12.03,0
555,8.129,0
556,3.523,2
557,11.777000000000001,1
558,9.696,0
559,5.734,1
560,0.872,1
561,4.034,4
562,9.652000000000001,0
563,3.452,2
564,3.9589999999999996,0
565,2.548,3
566,5.356,0
567,5.4510000000000005,0
568,9.371,1
569,4.194,0
570,3.207,0
571,2.7039999999999997,0
572,2.6510000000000002,1
573,8.982000000000001,2
574,3.843,0
575,2.501,0
576,8.179,0
577,2.719,1
578,5.306,0
579,11.0,0
580,10.309000000000001,1
581,3.0010000000000003,1
582,2.6689999999999996,1
583,4.521,0
584,4.426,1
585,8.937999999999999,0
586,1.181,0
587,8.107999999999999,0
588,11.124,1
589,6.004,0
590,5.836,1
591,2.7230000000000003,3
592,11.359000000000002,0
593,14.011,0
594,7.475,0
595,5.669,0
596,3.736,1
597,6.142,1
598,6.999,0
599,4.789,0
600,4.292,0
601,12.718,0
602,5.546,1
603,6.577000000000001,0
604,4.954,4
605,5.249,0
606,4.52,0
607,12.498,0
608,37.971,0
609,8.958,0
610,6.792000000000001,1
611,3.8489999999999998,10
612,3.362,3
613,3.7689999999999997,0
614,8.554,0
615,8.833,2
616,3.838,1
617,2.713,0
618,2.6319999999999997,5
619,3.0260000000000002,2
620,3.127,0
621,4.906000000000001,0
622,0.7020000000000001,1
623,4.263,0
624,3.5610000000000004,1
625,3.8139999999999996,1
626,3.5260000000000002,6
627,3.39,0
628,3.429,2
629,5.372999999999999,0
630,0.953,0
631,7.652,0
632,1.745,0
633,3.917,0
634,3.674,0
635,3.0839999999999996,1
636,1.097,0
637,0.977,2
638,6.247000000000001,4
639,1.922,7
640,3.346,0
641,7.632000000000001,0
642,2.747,2
643,0.945,1
644,2.966,2
645,7.671,1
646,0.7829999999999999,0
647,3.73,0
648,4.18,0
649,6.332999999999999,1
650,3.824,3
651,5.992000000000001,0
652,3.346,0
653,8.128,2
654,7.4270000000000005,0
655,10.104,0
656,1.6119999999999999,0
657,7.575,1
658,2.6889999999999996,0
659,3.033,0
660,5.914,0
661,1.084,0
662,9.567,0
663,2.351,0
664,9.575,0
665,6.101,1
666,8.898,0
667,6.021,2
668,7.08,0
669,2.544,0
670,14.317,0
671,33.998000000000005,0
672,2.7560000000000002,0
673,14.425999999999998,1
674,16.578,0
675,22.945,0
676,85.02600000000001,0
677,3.3960000000000004,0
678,21.36,0
679,9.265,0
680,10.943,0
681,17.497,0
682,6.31,0
683,32.379,0
684,17.608,0
685,10.763,0
686,12.5,0
687,22.143,0
688,32.338,0
689,19.069000000000003,0
690,6.586,1
691,9.93,1
692,5.077,0
693,15.568,1
694,5.854,1
695,4.224,0
696,5.52,1
697,10.617,0
698,4.0969999999999995,0
699,3.6919999999999997,0
700,14.755,2
701,3.8560000000000003,0
702,4.64,0
703,3.247,0
704,26.154,0
705,8.316,1
706,10.334000000000001,1
707,2.698,0
708,39.769,0
709,9.891,0
710,10.022,0
711,13.799000000000001,0
712,9.963,0
713,5.507000000000001,0
714,7.607,0
715,9.957,0
716,6.341,0
717,13.095999999999998,1
718,4.291,0
719,14.165,0
720,4.42,0
721,6.356,1
722,8.397,0
723,4.753,0
724,10.046,0
725,3.0810000000000004,0
726,24.43,1
727,4.0360000000000005,1
728,3.335,0
729,3.491,0
730,2.7760000000000002,0
731,4.595,0
732,7.193,0
733,4.48,0
734,2.3169999999999997,0
735,4.088,0
736,6.2,2
737,6.454,0
738,8.401,0
739,3.263,0
740,2.582,0
741,3.807,0
742,2.56,0
743,4.417,1
744,17.102,0
745,6.824,0
746,3.241,1
747,5.433,2
748,9.265,1
749,4.993,2
750,5.007,1
751,11.735999999999999,0
752,6.215,0
753,7.263,1
754,17.387,0
755,26.671999999999997,2
756,3.7680000000000002,0
757,3.616,0
758,3.3160000000000003,0
759,4.345,0
760,4.294,0
761,4.727,1
762,4.806,3
763,2.87,1
764,3.013,0
765,2.577,3
766,1.157,1
767,5.81,0
768,3.639,0
769,3.181,1
770,4.208,0
771,6.716,0
772,5.952999999999999,0
773,5.156000000000001,0
774,5.829,5
775,54.895,0
776,6.5,0
777,19.759,0
778,36.291,2
779,3.951,0
780,3.565,0
781,2.767,1
782,4.26,0
783,6.648,0
784,7.577999999999999,1
785,2.802,1
786,37.315,1
787,22.605,0
788,26.028000000000002,0
789,11.902000000000001,0
790,18.84,0
791,18.363,0
792,31.569000000000003,0
793,4.702,0
794,3.862,1
795,11.698,0
796,3.872,1
797,32.412,2
798,13.81,0
799,22.088,0
800,8.058,1
801,11.395,0
802,2.5269999999999997,0
803,26.756,0
804,22.171,1
805,38.105,0
806,3.9360000000000004,0
807,2.878,0
808,21.433000000000003,0
809,6.6339999999999995,0
810,3.6719999999999997,0
811,25.666999999999998,0
812,2.52,0
813,10.772,0
814,2.822,0
815,3.08,2
816,5.452000000000001,0
817,4.242,3
818,2.5069999999999997,1
819,2.6039999999999996,0
820,3.072,0
821,4.319,0
822,5.585,0
823,8.617,0
824,5.216,0
825,5.146,1
826,9.158999999999999,0
827,7.5760000000000005,1
828,3.1830000000000003,0
829,2.504,0
830,7.584,0
831,4.816,1
832,5.582000000000001,1
833,3.844,1
834,3.112,1
835,8.526,1
836,19.16,0
837,7.079,0
838,5.57,2
839,15.962,4
840,7.995,0
841,6.734,2
842,2.523,1
843,8.449,2
844,5.088,0
845,3.319,1
846,3.97,0
847,4.968,0
848,7.006,0
849,4.0969999999999995,1
850,5.216,0
851,6.101,1
852,3.1,1
853,3.9619999999999997,0
854,4.883,0
855,19.145,1
856,5.794,1
857,8.745,1
858,19.41,0
859,2.655,0
860,6.1739999999999995,0
861,27.391,2
862,24.009,1
863,0.8370000000000001,0
864,9.838,1
865,6.091,0
866,6.274,1
867,3.573,1
868,3.972,0
869,4.625,1
870,14.177,1
871,13.698,0
872,12.834000000000001,0
873,6.095,2
874,2.326,1
875,7.223,0
876,3.852,1
877,4.9639999999999995,1
878,0.789,2
879,0.6920000000000001,0
880,4.448,1
881,0.79,0
882,6.124,1
883,1.611,0
884,5.4510000000000005,0
885,3.859,0
886,8.492,0
887,10.392999999999999,2
888,10.606,0
889,2.898,0
890,2.56,0
891,11.856,0
892,2.224,2
893,5.284,1
894,3.18,4
895,2.8539999999999996,0
896,3.438,1
897,9.382,1
898,5.711,0
899,3.34,0
900,20.745,0
901,3.721,2
902,3.3739999999999997,0
903,18.529,0
904,68.884,0
905,8.372,0
906,10.363,0
907,2.7230000000000003,0
908,6.142,0
909,24.113000000000003,0
910,1.182,0
911,6.891,0
912,10.589,1
913,5.591,0
914,1.285,0
915,1.911,0
916,3.2239999999999998,0
917,2.092,0
918,3.142,2
919,4.452,0
920,4.752,1
921,3.949,0
922,9.318999999999999,1
923,5.24,0
924,1.3530000000000002,1
925,2.7230000000000003,0
926,2.947,3
927,6.441,0
928,12.251,0
929,6.337000000000001,0
930,5.816,0
931,7.205,1
932,26.293000000000003,0
933,7.78,0
934,3.1489999999999996,0
935,7.697,0
936,16.665,1
937,2.8710000000000004,0
938,12.872,0
939,19.419,0
940,2.6460000000000004,1
941,6.337000000000001,0
942,11.714,0
943,19.834,0
944,4.948,0
945,7.532,0
946,2.555,2
947,18.317999999999998,3
948,19.779,0
949,5.946000000000001,0
950,1.4469999999999998,0
951,2.572,0
952,5.004,0
953,12.227,1
954,1.3030000000000002,1
955,4.44,1
956,10.690999999999999,6
957,4.909,0
958,14.925,0
959,4.387,0
960,3.0589999999999997,2
961,12.241,0
962,2.617,0
963,5.837999999999999,2
964,2.9760000000000004,1
965,1.135,6
966,3.7030000000000003,0
967,3.3139999999999996,4
968,5.962000000000001,0
969,6.053,3
970,1.6019999999999999,2
971,2.875,0
972,2.907,1
973,1.611,0
974,2.5780000000000003,0
975,2.8760000000000003,2
976,3.32,1
977,2.069,0
978,3.392,1
979,5.6770000000000005,2
980,3.073,3
981,4.673,4
982,13.59,0
983,7.961,0
984,4.135,0
985,5.609,1
986,2.358,0
987,5.824,0
988,4.488,0
989,1.8619999999999999,0
990,3.512,1
991,3.2489999999999997,1
992,1.591,0
993,2.92,0
994,2.537,0
995,3.825,0
996,3.241,0
997,2.279,3
998,1.093,3
999,7.528,0
1000,9.76,0
1001,7.928,1
1002,1.454,1
1003,0.779,0
1004,2.7039999999999997,0
1005,1.614,2
1006,8.545,0
1007,6.936,2
1008,5.382000000000001,3
1009,7.263999999999999,0
1010,11.04,0
1011,3.512,1
1012,7.976,0
1013,1.55,0
1014,8.496,0
1015,5.609,0
1016,5.016,0
1017,2.792,0
1018,19.839000000000002,0
1019,8.326,2
1020,12.357999999999999,2
1021,5.153,1
1022,3.716,0
1023,4.982,0
1024,5.296,1
1025,1.335,0
1026,2.745,1
1027,5.016,0
1028,3.102,0
1029,4.947,0
1030,1.87,3
1031,2.279,4
1032,0.79,2
1033,3.2089999999999996,1
1034,0.966,4
1035,6.406000000000001,0
1036,3.272,4
1037,2.5340000000000003,1
1038,5.832000000000001,3
1039,6.192,2
1040,6.46,13
1041,1.808,2
1042,2.7880000000000003,7
1043,8.036,0
1044,7.278,1
1045,3.802,5
1046,13.422,0
1047,4.97,1
1048,4.956,2
1049,3.094,2
1050,3.6839999999999997,0
1051,1.412,0
1052,0.63,0
1053,0.8340000000000001,0
1054,0.9159999999999999,0
1055,3.0180000000000002,0
1056,10.248,2
1057,3.596,1
1058,2.92,0
1059,2.7560000000000002,2
1060,4.352,0
1061,9.512,1
1062,6.196000000000001,0
1063,3.8939999999999997,1
1064,2.708,1
1065,3.43,0
1066,3.2439999999999998,0
1067,5.388,0
1068,2.972,1
1069,0.7,0
1070,0.608,0
1071,4.114,2
1072,1.262,0
1073,2.654,1
1074,4.78,0
1075,4.196000000000001,0
1076,2.106,0
1077,10.464,0
1078,3.484,2
1079,1.374,2
1080,3.42,1
1081,0.846,11
1082,5.662000000000001,1
1083,6.61,0
1084,1.4780000000000002,0
1085,0.696,2
1086,3.3139999999999996,2
1087,3.8680000000000003,0
1088,4.24,0
1089,0.6559999999999999,0
1090,3.3080000000000003,0
1091,2.73,1
1092,1.4980000000000002,0
1093,0.846,0
1094,0.958,0
1095,5.502000000000001,1
1096,2.5140000000000002,1
1097,0.8759999999999999,2
1098,3.4760000000000004,1
1099,9.9,1
1100,12.604000000000001,0
1101,12.435,0
1102,3.969,0
1103,9.389,0
1104,4.239,0
1105,2.51,0
1106,4.069,0
1107,3.157,1
1108,4.989,0
1109,4.425,1
1110,4.436,1
1111,7.01,0
1112,8.404,0
1113,4.334,1
1114,2.67,3
1115,3.1239999999999997,4
1116,6.037999999999999,1
1117,3.39,1
1118,4.3580000000000005,1
1119,4.612,2
1120,0.77,0
1121,5.162000000000001,3
1122,1.77,0
1123,4.606,1
1124,13.92,0
1125,6.732,0
1126,3.3939999999999997,0
1127,2.71,0
1128,3.258,1
1129,0.5,0
1130,7.35,0
1131,13.202,0
1132,3.585,1
1133,8.288,1
1134,3.927,0
1135,4.848,0
1136,8.969,0
1137,4.104,0
1138,3.2319999999999998,0
1139,7.207999999999999,0
1140,4.391,1
1141,8.024,2
1142,2.6639999999999997,0
1143,4.063,0
1144,4.808,1
1145,7.857,1
1146,3.648,0
1147,12.648,0
1148,5.735,0
1149,2.5989999999999998,1
1150,2.68,1
1151,20.728,0
1152,2.8480000000000003,0
1153,3.775,0
1154,4.6160000000000005,0
1155,3.5839999999999996,0
1156,5.52,1
1157,1.767,0
1158,3.063,0
1159,3.736,4
1160,0.7829999999999999,1
1161,3.2880000000000003,2
1162,2.119,0
1163,5.048,0
1164,4.519,1
1165,4.064,0
1166,12.002,0
1167,2.8169999999999997,0
1168,2.662,1
1169,2.414,0
1170,6.093999999999999,1
1171,3.424,0
1172,1.317,0
1173,15.784,1
1174,1.463,0
1175,18.663,3
1176,1.646,0
1177,3.7030000000000003,1
1178,3.031,1
1179,3.551,0
1180,2.0709999999999997,0
1181,3.0,0
1182,3.592,1
1183,1.649,0
1184,3.912,2
1185,0.846,0
1186,4.456,0
1187,1.8869999999999998,0
1188,9.095,0
1189,11.1,0
1190,47.34,0
1191,10.091000000000001,0
1192,63.395,0
1193,2.7319999999999998,0
1194,3.028,0
1195,8.814,0
1196,1.092,0
1197,41.858000000000004,0
1198,4.768,0
1199,9.289,0
1200,10.634,0
1201,4.373,1
1202,24.587,1
1203,4.27,0
1204,21.537,0
1205,3.738,1
1206,5.434,0
1207,3.778,0
1208,2.911,0
1209,4.218,0
1210,3.258,0
1211,4.73,0
1212,2.9219999999999997,0
1213,6.061,0
1214,7.0920000000000005,1
1215,5.247999999999999,1
1216,2.6630000000000003,2
1217,5.485,1
1218,15.752,0
1219,2.7239999999999998,0
1220,8.34,1
1221,8.825,1
1222,4.5360000000000005,0
1223,2.67,0
1224,8.357999999999999,0
1225,3.33,1
1226,12.181,0
1227,2.5839999999999996,1
1228,2.7319999999999998,0
1229,8.764,0
1230,1.158,0
1231,9.064,1
1232,4.728,0
1233,7.256,7
1234,30.096999999999998,1
1235,2.872,0
1236,0.742,2
1237,2.647,0
1238,5.202999999999999,0
1239,3.398,0
1240,1.22,0
1241,10.99,0
1242,3.136,0
1243,6.209,1
1244,7.018,0
1245,11.202,0
1246,7.609,0
1247,5.4639999999999995,0
1248,3.735,0
1249,29.25,0
1250,7.721,0
1251,4.867,0
1252,4.216,0
1253,9.305,0
1254,15.155,0
1255,7.817,2
1256,7.781000000000001,0
1257,10.36,0
1258,16.272000000000002,0
1259,15.722999999999999,1
1260,0.897,0
1261,6.426,1
1262,15.517000000000001,0
1263,3.488,0
1264,2.72,1
1265,2.576,1
1266,8.037,0
1267,5.796,0
1268,9.03,1
1269,19.195,0
1270,3.487,0
1271,4.177,0
1272,7.1129999999999995,1
1273,31.031,0
1274,20.035999999999998,0
1275,13.455,1
1276,3.303,0
1277,2.9939999999999998,0
1278,2.7969999999999997,0
1279,18.198,0
1280,23.903000000000002,0
1281,7.0729999999999995,2
1282,8.055,1
1283,3.287,1
1284,0.88,2
1285,4.032,0
1286,0.679,0
1287,3.5269999999999997,0
1288,1.725,1
1289,3.048,1
1290,1.495,3
1291,3.576,2
1292,9.562999999999999,0
1293,6.8,0
1294,10.575999999999999,1
1295,27.69,0
1296,7.681,0
1297,2.037,0
1298,7.001,0
1299,3.952,2
1300,14.488,0
1301,4.303999999999999,0
1302,9.372,0
1303,3.091,0
1304,4.208,1
1305,7.151,0
1306,11.547,0
1307,3.387,0
1308,17.787,0
1309,2.9930000000000003,0
1310,3.9560000000000004,0
1311,3.3369999999999997,0
1312,7.398,0
1313,3.523,0
1314,11.017999999999999,0
1315,7.484,0
1316,4.144,0
1317,5.1339999999999995,1
1318,3.715,1
1319,15.338,0
1320,6.207999999999999,0
1321,11.255,0
1322,5.2620000000000005,0
1323,9.4,0
1324,7.848,0
1325,4.103,1
1326,8.505,1
1327,33.433,0
1328,4.004,1
1329,3.353,0
1330,21.592,2
1331,4.794,1
1332,19.524,1
1333,9.099,1
1334,7.909,0
1335,2.653,0
1336,10.33,0
1337,44.218999999999994,0
1338,14.225999999999999,0
1339,6.646,0
1340,4.551,0
1341,33.091,0
1342,16.12,1
1343,27.182,0
1344,5.6739999999999995,0
1345,7.05,0
1346,4.029,0
1347,7.519,0
1348,7.932,0
1349,16.808,0
1350,28.019000000000002,0
1351,12.417,0
1352,17.983,0
1353,2.597,0
1354,5.211,0
1355,6.678999999999999,1
1356,6.442,0
1357,14.802999999999999,0
1358,6.184,0
1359,4.718,0
1360,9.732999999999999,0
1361,6.64,0
1362,7.295,0
1363,5.233,1
1364,3.117,5
1365,10.712,0
1366,8.36,2
1367,1.374,0
1368,2.928,1
1369,11.808,0
1370,2.8480000000000003,0
1371,4.631,2
1372,0.919,1
1373,15.273,1
1374,4.438,0
1375,7.831,3
1376,2.787,0
1377,7.992000000000001,1
1378,7.921,1
1379,4.4719999999999995,1
1380,24.074,0
1381,5.952999999999999,0
1382,3.7289999999999996,0
1383,6.127999999999999,2
1384,3.301,1
1385,1.3840000000000001,2
1386,10.086,0
1387,7.041,2
1388,11.889000000000001,0
1389,2.803,0
1390,10.088,1
1391,3.385,0
1392,5.555,0
1393,4.9910000000000005,0
1394,6.853,0
1395,3.236,0
1396,9.467,0
1397,2.506,0
1398,2.97,0
1399,0.652,0
1400,0.541,0
1401,2.6860000000000004,0
1402,4.828,0
1403,3.568,0
1404,6.037999999999999,0
1405,3.3939999999999997,1
1406,13.724,0
1407,4.73,0
1408,3.7289999999999996,4
1409,3.594,1
1410,1.074,4
1411,4.982,4
1412,6.3629999999999995,1
1413,5.825,2
1414,0.785,5
1415,2.988,1
1416,3.4610000000000003,1
1417,12.8,4
1418,1.6680000000000001,1
1419,3.215,2
1420,3.395,0
1421,0.6679999999999999,0
1422,0.616,0
1423,2.635,0
1424,3.4619999999999997,1
1425,0.618,0
1426,2.529,2
1427,0.6890000000000001,3
1428,4.513,0
1429,14.517000000000001,2
1430,15.974,1
1431,3.37,1
1432,4.178999999999999,0
1433,2.645,0
1434,25.859,0
1435,22.65,0
1436,3.287,0
1437,2.66,0
1438,3.358,0
1439,6.093999999999999,1
1440,1.6280000000000001,0
1441,5.5520000000000005,0
1442,2.046,1
1443,3.449,0
1444,6.252000000000001,0
1445,1.037,0
1446,2.525,2
1447,19.23,1
1448,9.158,2
1449,3.342,0
1450,3.23,0
1451,3.822,0
1452,1.9369999999999998,0
1453,3.1010000000000004,1
1454,8.945,0
1455,2.013,2
1456,15.026,1
1457,3.833,0
1458,1.4380000000000002,2
1459,8.285,1
1460,4.959,1
1461,3.4789999999999996,1
1462,10.337,2
1463,4.582,1
1464,4.3260000000000005,0
1465,18.651,0
