,heuristic,board,correlation,sample_number
18854,blocking,10_medium_full,0.554452844,377
18855,blocking,10_medium_pruned,0.333433116,377
18856,blocking,6_easy_full,0.809831349,377
18857,blocking,6_easy_pruned,0.685449289,377
18858,blocking,6_hard_full,0.640793617,377
18859,blocking,6_hard_pruned,0.789883642,377
18860,density,10_easy_full,0.265269172,377
18861,density,10_easy_pruned,0.422181522,377
18862,density,10_hard_full,0.435666247,377
18863,density,10_hard_pruned,0.302160596,377
18864,density,10_medium_full,0.314379295,377
18865,density,10_medium_pruned,0.154222374,377
18866,density,6_easy_full,0.396602026,377
18867,density,6_easy_pruned,0.471903604,377
18868,density,6_hard_full,0.360417623,377
18869,density,6_hard_pruned,0.260201942,377
18870,interaction,10_easy_full,0.424616263,377
18871,interaction,10_easy_pruned,0.544784897,377
18872,interaction,10_hard_full,0.614995689,377
18873,interaction,10_hard_pruned,0.436654458,377
18874,interaction,10_medium_full,0.212898091,377
18875,interaction,10_medium_pruned,0.225767679,377
18876,interaction,6_easy_full,0.853349894,377
18877,interaction,6_easy_pruned,0.660320699,377
18878,interaction,6_hard_full,0.631955241,377
18879,interaction,6_hard_pruned,0.591978667,377
18880,linear,10_easy_full,0.434925345,377
18881,linear,10_easy_pruned,0.310679755,377
18882,linear,10_hard_full,0.768963507,377
18883,linear,10_hard_pruned,0.111710217,377
18884,linear,10_medium_full,0.472992805,377
18885,linear,10_medium_pruned,0.395758832,377
18886,linear,6_easy_full,0.68555247,377
18887,linear,6_easy_pruned,0.464726716,377
18888,linear,6_hard_full,0.510199375,377
18889,linear,6_hard_pruned,0.411364806,377
18890,non-linear,10_easy_full,0.425426283,377
18891,non-linear,10_easy_pruned,0.528217073,377
18892,non-linear,10_hard_full,0.305339132,377
18893,non-linear,10_hard_pruned,0.610895887,377
18894,non-linear,10_medium_full,0.444227938,377
18895,non-linear,10_medium_pruned,0.534848835,377
18896,non-linear,6_easy_full,0.650683358,377
18897,non-linear,6_easy_pruned,0.652099654,377
18898,non-linear,6_hard_full,0.461379238,377
18899,non-linear,6_hard_pruned,0.607809921,377
18900,blocking,10_easy_full,0.543371543,378
18901,blocking,10_easy_pruned,0.665958175,378
18902,blocking,10_hard_full,0.632188386,378
18903,blocking,10_hard_pruned,0.636368087,378
18904,blocking,10_medium_full,0.382563923,378
18905,blocking,10_medium_pruned,0.523189764,378
18906,blocking,6_easy_full,0.876252478,378
18907,blocking,6_easy_pruned,0.572050881,378
18908,blocking,6_hard_full,0.619997751,378
18909,blocking,6_hard_pruned,0.502868356,378
18910,density,10_easy_full,0.100286129,378
18911,density,10_easy_pruned,0.279226851,378
18912,density,10_hard_full,0.352876872,378
18913,density,10_hard_pruned,0.203448568,378
18914,density,10_medium_full,0.114616249,378
18915,density,10_medium_pruned,0.193020255,378
18916,density,6_easy_full,0.447069106,378
18917,density,6_easy_pruned,0.460456121,378
18918,density,6_hard_full,0.225621091,378
18919,density,6_hard_pruned,0.507624879,378
18920,interaction,10_easy_full,0.573959135,378
18921,interaction,10_easy_pruned,0.638886802,378
18922,interaction,10_hard_full,0.688178916,378
18923,interaction,10_hard_pruned,0.478969615,378
18924,interaction,10_medium_full,0.473726976,378
18925,interaction,10_medium_pruned,0.519464125,378
18926,interaction,6_easy_full,0.795167789,378
18927,interaction,6_easy_pruned,0.597608278,378
18928,interaction,6_hard_full,0.655962977,378
18929,interaction,6_hard_pruned,0.77075152,378
18930,linear,10_easy_full,0.002142242,378
18931,linear,10_easy_pruned,0.480400398,378
18932,linear,10_hard_full,0.579622603,378
18933,linear,10_hard_pruned,0.460896604,378
18934,linear,10_medium_full,0.428721794,378
18935,linear,10_medium_pruned,0.234206612,378
18936,linear,6_easy_full,0.588938912,378
18937,linear,6_easy_pruned,0.6559898,378
18938,linear,6_hard_full,0.641151887,378
18939,linear,6_hard_pruned,0.502734548,378
18940,non-linear,10_easy_full,0.50842552,378
18941,non-linear,10_easy_pruned,0.526971532,378
18942,non-linear,10_hard_full,0.48666377,378
18943,non-linear,10_hard_pruned,0.191896789,378
18944,non-linear,10_medium_full,0.505305263,378
18945,non-linear,10_medium_pruned,0.353814407,378
18946,non-linear,6_easy_full,0.782687494,378
18947,non-linear,6_easy_pruned,0.583753038,378
18948,non-linear,6_hard_full,0.338599007,378
18949,non-linear,6_hard_pruned,0.535324496,378
18950,blocking,10_easy_full,0.659441281,379
18951,blocking,10_easy_pruned,0.526680061,379
18952,blocking,10_hard_full,0.650805182,379
18953,blocking,10_hard_pruned,0.515324065,379
18954,blocking,10_medium_full,0.371262635,379
18955,blocking,10_medium_pruned,0.553471559,379
18956,blocking,6_easy_full,0.85500406,379
18957,blocking,6_easy_pruned,0.480353706,379
18958,blocking,6_hard_full,0.705201367,379
18959,blocking,6_hard_pruned,0.596047915,379
18960,density,10_easy_full,0.172434192,379
18961,density,10_easy_pruned,0.35738026,379
18962,density,10_hard_full,0.340004867,379
18963,density,10_hard_pruned,0.187724238,379
18964,density,10_medium_full,0.428699663,379
18965,density,10_medium_pruned,0.242945598,379
18966,density,6_easy_full,0.516460349,379
18967,density,6_easy_pruned,0.500677781,379
18968,density,6_hard_full,0.391730718,379
18969,density,6_hard_pruned,0.543022503,379
18970,interaction,10_easy_full,0.592195386,379
18971,interaction,10_easy_pruned,0.613962607,379
18972,interaction,10_hard_full,0.580684763,379
18973,interaction,10_hard_pruned,0.425025878,379
18974,interaction,10_medium_full,0.39426647,379
18975,interaction,10_medium_pruned,0.515321498,379
18976,interaction,6_easy_full,0.758451267,379
18977,interaction,6_easy_pruned,0.61600256,379
18978,interaction,6_hard_full,0.558889069,379
18979,interaction,6_hard_pruned,0.463244981,379
18980,linear,10_easy_full,0.306889194,379
18981,linear,10_easy_pruned,0.371812944,379
18982,linear,10_hard_full,0.577737603,379
18983,linear,10_hard_pruned,0.30400493,379
18984,linear,10_medium_full,0.503755526,379
18985,linear,10_medium_pruned,0.413490701,379
18986,linear,6_easy_full,0.691292736,379
18987,linear,6_easy_pruned,0.619577167,379
18988,linear,6_hard_full,0.455671801,379
18989,linear,6_hard_pruned,0.556023658,379
18990,non-linear,10_easy_full,0.472622659,379
18991,non-linear,10_easy_pruned,0.435978666,379
18992,non-linear,10_hard_full,0.559056885,379
18993,non-linear,10_hard_pruned,0.643801973,379
18994,non-linear,10_medium_full,0.505664983,379
18995,non-linear,10_medium_pruned,0.421082301,379
18996,non-linear,6_easy_full,0.836333617,379
18997,non-linear,6_easy_pruned,0.616689008,379
18998,non-linear,6_hard_full,0.482847642,379
18999,non-linear,6_hard_pruned,0.628042008,379
19000,blocking,10_easy_full,0.633746141,380
19001,blocking,10_easy_pruned,0.564687278,380
19002,blocking,10_hard_full,0.469521843,380
19003,blocking,10_hard_pruned,0.423149656,380
19004,blocking,10_medium_full,0.499786796,380
19005,blocking,10_medium_pruned,0.573463421,380
19006,blocking,6_easy_full,0.82739494,380
19007,blocking,6_easy_pruned,0.385952003,380
19008,blocking,6_hard_full,0.65982684,380
19009,blocking,6_hard_pruned,0.608669684,380
19010,density,10_easy_full,0.175364181,380
19011,density,10_easy_pruned,0.387030042,380
19012,density,10_hard_full,0.386923403,380
19013,density,10_hard_pruned,0.433953966,380
19014,density,10_medium_full,0.344702591,380
19015,density,10_medium_pruned,0.088196916,380
19016,density,6_easy_full,0.182023418,380
19017,density,6_easy_pruned,0.276063185,380
19018,density,6_hard_full,0.289357468,380
19019,density,6_hard_pruned,0.519411754,380
19020,interaction,10_easy_full,0.715709449,380
19021,interaction,10_easy_pruned,0.567855529,380
19022,interaction,10_hard_full,0.464003424,380
19023,interaction,10_hard_pruned,0.523282704,380
19024,interaction,10_medium_full,0.454887267,380
19025,interaction,10_medium_pruned,0.487306908,380
19026,interaction,6_easy_full,0.774162253,380
19027,interaction,6_easy_pruned,0.492364795,380
19028,interaction,6_hard_full,0.736140976,380
19029,interaction,6_hard_pruned,0.480479226,380
19030,linear,10_easy_full,0.133740682,380
19031,linear,10_easy_pruned,0.5322673,380
19032,linear,10_hard_full,0.426855332,380
19033,linear,10_hard_pruned,0.578861556,380
19034,linear,10_medium_full,0.412813627,380
19035,linear,10_medium_pruned,0.474315653,380
19036,linear,6_easy_full,0.660689707,380
19037,linear,6_easy_pruned,0.615640367,380
19038,linear,6_hard_full,0.462954108,380
19039,linear,6_hard_pruned,0.468262549,380
19040,non-linear,10_easy_full,0.614174527,380
19041,non-linear,10_easy_pruned,0.618660763,380
19042,non-linear,10_hard_full,0.567291176,380
19043,non-linear,10_hard_pruned,0.645097406,380
19044,non-linear,10_medium_full,0.500705735,380
19045,non-linear,10_medium_pruned,0.379730713,380
19046,non-linear,6_easy_full,0.890153021,380
19047,non-linear,6_easy_pruned,0.68444869,380
19048,non-linear,6_hard_full,0.437748446,380
19049,non-linear,6_hard_pruned,0.642068487,380
19050,blocking,10_easy_full,0.50908124,381
19051,blocking,10_easy_pruned,0.639660315,381
19052,blocking,10_hard_full,0.626439357,381
19053,blocking,10_hard_pruned,0.530851966,381
19054,blocking,10_medium_full,0.456203736,381
19055,blocking,10_medium_pruned,0.327508064,381
19056,blocking,6_easy_full,0.829279697,381
19057,blocking,6_easy_pruned,0.746879427,381
19058,blocking,6_hard_full,0.641913368,381
19059,blocking,6_hard_pruned,0.534723656,381
19060,density,10_easy_full,0.065855099,381
19061,density,10_easy_pruned,0.477648927,381
19062,density,10_hard_full,0.395257682,381
19063,density,10_hard_pruned,0.235912533,381
19064,density,10_medium_full,0.226688946,381
19065,density,10_medium_pruned,0.170505153,381
19066,density,6_easy_full,0.407051993,381
19067,density,6_easy_pruned,0.529778437,381
19068,density,6_hard_full,0.249924683,381
19069,density,6_hard_pruned,0.347041184,381
19070,interaction,10_easy_full,0.578100964,381
19071,interaction,10_easy_pruned,0.626961667,381
19072,interaction,10_hard_full,0.435548277,381
19073,interaction,10_hard_pruned,0.648784423,381
19074,interaction,10_medium_full,0.439464973,381
19075,interaction,10_medium_pruned,0.554444677,381
19076,interaction,6_easy_full,0.859384902,381
19077,interaction,6_easy_pruned,0.644773117,381
19078,interaction,6_hard_full,0.476221357,381
19079,interaction,6_hard_pruned,0.468633822,381
19080,linear,10_easy_full,0.249888765,381
19081,linear,10_easy_pruned,0.433445184,381
19082,linear,10_hard_full,0.504771385,381
19083,linear,10_hard_pruned,0.460401464,381
19084,linear,10_medium_full,0.403789418,381
19085,linear,10_medium_pruned,0.327196706,381
19086,linear,6_easy_full,0.574442056,381
19087,linear,6_easy_pruned,0.598365175,381
19088,linear,6_hard_full,0.429680148,381
19089,linear,6_hard_pruned,0.640866422,381
19090,non-linear,10_easy_full,0.6323809,381
19091,non-linear,10_easy_pruned,0.61713214,381
19092,non-linear,10_hard_full,0.649993423,381
19093,non-linear,10_hard_pruned,0.275014202,381
19094,non-linear,10_medium_full,0.354129211,381
19095,non-linear,10_medium_pruned,0.450663767,381
19096,non-linear,6_easy_full,0.83473106,381
19097,non-linear,6_easy_pruned,0.585102196,381
19098,non-linear,6_hard_full,0.50670072,381
19099,non-linear,6_hard_pruned,0.637179339,381
19100,blocking,10_easy_full,0.637926035,382
19101,blocking,10_easy_pruned,0.51935002,382
19102,blocking,10_hard_full,0.700233887,382
19103,blocking,10_hard_pruned,0.535371447,382
19104,blocking,10_medium_full,0.406838937,382
19105,blocking,10_medium_pruned,0.614527569,382
19106,blocking,6_easy_full,0.914574115,382
19107,blocking,6_easy_pruned,0.748693296,382
19108,blocking,6_hard_full,0.693066458,382
19109,blocking,6_hard_pruned,0.533627684,382
19110,density,10_easy_full,0.299163802,382
19111,density,10_easy_pruned,0.274673296,382
19112,density,10_hard_full,0.455921542,382
19113,density,10_hard_pruned,0.231199889,382
19114,density,10_medium_full,0.219926677,382
19115,density,10_medium_pruned,-0.007996299,382
19116,density,6_easy_full,0.276369059,382
19117,density,6_easy_pruned,0.510078628,382
19118,density,6_hard_full,0.508958257,382
19119,density,6_hard_pruned,0.151246782,382
19120,interaction,10_easy_full,0.502609482,382
19121,interaction,10_easy_pruned,0.452101431,382
19122,interaction,10_hard_full,0.603263843,382
19123,interaction,10_hard_pruned,0.347169074,382
19124,interaction,10_medium_full,0.501631181,382
19125,interaction,10_medium_pruned,0.463940739,382
19126,interaction,6_easy_full,0.840168906,382
19127,interaction,6_easy_pruned,0.584222902,382
19128,interaction,6_hard_full,0.600281427,382
19129,interaction,6_hard_pruned,0.642364523,382
19130,linear,10_easy_full,0.231129891,382
19131,linear,10_easy_pruned,0.43460367,382
19132,linear,10_hard_full,0.374958096,382
19133,linear,10_hard_pruned,0.584353491,382
19134,linear,10_medium_full,0.52814793,382
19135,linear,10_medium_pruned,0.349982655,382
19136,linear,6_easy_full,0.537925018,382
19137,linear,6_easy_pruned,0.497359768,382
19138,linear,6_hard_full,0.505284749,382
19139,linear,6_hard_pruned,0.433434889,382
19140,non-linear,10_easy_full,0.591770505,382
19141,non-linear,10_easy_pruned,0.603446176,382
19142,non-linear,10_hard_full,0.609262507,382
19143,non-linear,10_hard_pruned,0.463459206,382
19144,non-linear,10_medium_full,0.438182356,382
19145,non-linear,10_medium_pruned,0.433022196,382
19146,non-linear,6_easy_full,0.793451257,382
19147,non-linear,6_easy_pruned,0.559656831,382
19148,non-linear,6_hard_full,0.53990668,382
19149,non-linear,6_hard_pruned,0.620146899,382
19150,blocking,10_easy_full,0.572805041,383
19151,blocking,10_easy_pruned,0.536909353,383
19152,blocking,10_hard_full,0.714780171,383
19153,blocking,10_hard_pruned,0.635840915,383
19154,blocking,10_medium_full,0.293875065,383
19155,blocking,10_medium_pruned,0.542063404,383
19156,blocking,6_easy_full,0.881116442,383
19157,blocking,6_easy_pruned,0.628825948,383
19158,blocking,6_hard_full,0.728807818,383
19159,blocking,6_hard_pruned,0.592210324,383
19160,density,10_easy_full,0.286198529,383
19161,density,10_easy_pruned,0.192025998,383
19162,density,10_hard_full,0.285172491,383
19163,density,10_hard_pruned,0.442940398,383
19164,density,10_medium_full,0.237708376,383
19165,density,10_medium_pruned,0.187397908,383
19166,density,6_easy_full,0.601877132,383
19167,density,6_easy_pruned,0.547934139,383
19168,density,6_hard_full,0.278526067,383
19169,density,6_hard_pruned,0.385828881,383
19170,interaction,10_easy_full,0.375404688,383
19171,interaction,10_easy_pruned,0.606751173,383
19172,interaction,10_hard_full,0.749277563,383
19173,interaction,10_hard_pruned,0.591407616,383
19174,interaction,10_medium_full,0.512857963,383
19175,interaction,10_medium_pruned,0.534366802,383
19176,interaction,6_easy_full,0.919236672,383
19177,interaction,6_easy_pruned,0.613292924,383
19178,interaction,6_hard_full,0.735607679,383
19179,interaction,6_hard_pruned,0.638003449,383
19180,linear,10_easy_full,0.350113833,383
19181,linear,10_easy_pruned,0.538851449,383
19182,linear,10_hard_full,0.511424593,383
19183,linear,10_hard_pruned,0.535830788,383
19184,linear,10_medium_full,0.553012557,383
19185,linear,10_medium_pruned,0.522137524,383
19186,linear,6_easy_full,0.69425127,383
19187,linear,6_easy_pruned,0.438965628,383
19188,linear,6_hard_full,0.329068057,383
19189,linear,6_hard_pruned,0.585905646,383
19190,non-linear,10_easy_full,0.367677769,383
19191,non-linear,10_easy_pruned,0.349644447,383
19192,non-linear,10_hard_full,0.596132399,383
19193,non-linear,10_hard_pruned,0.102290584,383
19194,non-linear,10_medium_full,0.465777157,383
19195,non-linear,10_medium_pruned,0.492878677,383
19196,non-linear,6_easy_full,0.795118251,383
19197,non-linear,6_easy_pruned,0.541532823,383
19198,non-linear,6_hard_full,0.587072016,383
19199,non-linear,6_hard_pruned,0.552988589,383
19200,blocking,10_easy_full,0.654111198,384
19201,blocking,10_easy_pruned,0.564277979,384
19202,blocking,10_hard_full,0.581551649,384
19203,blocking,10_hard_pruned,0.540705988,384
19204,blocking,10_medium_full,0.493275684,384
19205,blocking,10_medium_pruned,0.638775654,384
19206,blocking,6_easy_full,0.816868641,384
19207,blocking,6_easy_pruned,0.46753447,384
19208,blocking,6_hard_full,0.503085396,384
19209,blocking,6_hard_pruned,0.707015031,384
19210,density,10_easy_full,0.110525547,384
19211,density,10_easy_pruned,0.239039757,384
19212,density,10_hard_full,0.278941562,384
19213,density,10_hard_pruned,0.204908904,384
19214,density,10_medium_full,0.419037002,384
19215,density,10_medium_pruned,0.03835453,384
19216,density,6_easy_full,0.542341699,384
19217,density,6_easy_pruned,0.457951407,384
19218,density,6_hard_full,0.242760745,384
19219,density,6_hard_pruned,0.362629995,384
19220,interaction,10_easy_full,0.524811145,384
19221,interaction,10_easy_pruned,0.682263331,384
19222,interaction,10_hard_full,0.622839519,384
19223,interaction,10_hard_pruned,0.469473914,384
19224,interaction,10_medium_full,0.18366769,384
19225,interaction,10_medium_pruned,0.604362609,384
19226,interaction,6_easy_full,0.896208625,384
19227,interaction,6_easy_pruned,0.729084985,384
19228,interaction,6_hard_full,0.487635738,384
19229,interaction,6_hard_pruned,0.674917918,384
19230,linear,10_easy_full,0.217133665,384
19231,linear,10_easy_pruned,0.483294803,384
19232,linear,10_hard_full,0.592799803,384
19233,linear,10_hard_pruned,0.558541527,384
19234,linear,10_medium_full,0.26856789,384
19235,linear,10_medium_pruned,0.446162526,384
19236,linear,6_easy_full,0.725111353,384
19237,linear,6_easy_pruned,0.516058473,384
19238,linear,6_hard_full,0.398819644,384
19239,linear,6_hard_pruned,0.517863452,384
19240,non-linear,10_easy_full,0.45108278,384
19241,non-linear,10_easy_pruned,0.510778203,384
19242,non-linear,10_hard_full,0.46872489,384
19243,non-linear,10_hard_pruned,0.306803125,384
19244,non-linear,10_medium_full,0.450205112,384
19245,non-linear,10_medium_pruned,0.437994767,384
19246,non-linear,6_easy_full,0.873842271,384
19247,non-linear,6_easy_pruned,0.655541055,384
19248,non-linear,6_hard_full,0.388945317,384
19249,non-linear,6_hard_pruned,0.768119215,384
19250,blocking,10_easy_full,0.708285641,385
19251,blocking,10_easy_pruned,0.610886298,385
19252,blocking,10_hard_full,0.446393375,385
19253,blocking,10_hard_pruned,0.471770052,385
19254,blocking,10_medium_full,0.369727495,385
19255,blocking,10_medium_pruned,0.446980835,385
19256,blocking,6_easy_full,0.7488879,385
19257,blocking,6_easy_pruned,0.626501094,385
19258,blocking,6_hard_full,0.6272109,385
19259,blocking,6_hard_pruned,0.683079942,385
19260,density,10_easy_full,0.162961094,385
19261,density,10_easy_pruned,0.340570514,385
19262,density,10_hard_full,0.300470614,385
19263,density,10_hard_pruned,0.282827275,385
19264,density,10_medium_full,0.121232241,385
19265,density,10_medium_pruned,0.28215819,385
19266,density,6_easy_full,0.51844623,385
19267,density,6_easy_pruned,0.504552969,385
19268,density,6_hard_full,0.353183893,385
19269,density,6_hard_pruned,0.375293352,385
19270,interaction,10_easy_full,0.458587935,385
19271,interaction,10_easy_pruned,0.449121812,385
19272,interaction,10_hard_full,0.558806149,385
19273,interaction,10_hard_pruned,0.541616088,385
19274,interaction,10_medium_full,0.482101086,385
19275,interaction,10_medium_pruned,0.596252962,385
19276,interaction,6_easy_full,0.779815931,385
19277,interaction,6_easy_pruned,0.580281004,385
19278,interaction,6_hard_full,0.629622135,385
19279,interaction,6_hard_pruned,0.604990019,385
19280,linear,10_easy_full,0.3718135,385
19281,linear,10_easy_pruned,0.450158157,385
19282,linear,10_hard_full,0.326941298,385
19283,linear,10_hard_pruned,0.255572567,385
19284,linear,10_medium_full,0.680556885,385
19285,linear,10_medium_pruned,0.391710893,385
19286,linear,6_easy_full,0.696003767,385
19287,linear,6_easy_pruned,0.625407598,385
19288,linear,6_hard_full,0.397477836,385
19289,linear,6_hard_pruned,0.607022605,385
19290,non-linear,10_easy_full,0.405252148,385
19291,non-linear,10_easy_pruned,0.564745479,385
19292,non-linear,10_hard_full,0.568167436,385
19293,non-linear,10_hard_pruned,0.63788358,385
19294,non-linear,10_medium_full,0.589942108,385
19295,non-linear,10_medium_pruned,0.440950936,385
19296,non-linear,6_easy_full,0.938146188,385
19297,non-linear,6_easy_pruned,0.554688188,385
19298,non-linear,6_hard_full,0.559960631,385
19299,non-linear,6_hard_pruned,0.46834906,385
19300,blocking,10_easy_full,0.517390692,386
19301,blocking,10_easy_pruned,0.518421552,386
19302,blocking,10_hard_full,0.516034633,386
19303,blocking,10_hard_pruned,0.482231283,386
19304,blocking,10_medium_full,0.468278783,386
19305,blocking,10_medium_pruned,0.544621834,386
19306,blocking,6_easy_full,0.83282869,386
19307,blocking,6_easy_pruned,0.574055411,386
19308,blocking,6_hard_full,0.494770014,386
19309,blocking,6_hard_pruned,0.565251138,386
19310,density,10_easy_full,0.316562211,386
19311,density,10_easy_pruned,0.444645079,386
19312,density,10_hard_full,0.392652558,386
19313,density,10_hard_pruned,0.130201539,386
19314,density,10_medium_full,0.242245271,386
19315,density,10_medium_pruned,0.283597403,386
19316,density,6_easy_full,0.264553845,386
19317,density,6_easy_pruned,0.55984547,386
19318,density,6_hard_full,0.259726884,386
19319,density,6_hard_pruned,0.096809629,386
19320,interaction,10_easy_full,0.439072834,386
19321,interaction,10_easy_pruned,0.602665886,386
19322,interaction,10_hard_full,0.615059008,386
19323,interaction,10_hard_pruned,0.390273202,386
19324,interaction,10_medium_full,0.427003523,386
19325,interaction,10_medium_pruned,0.506339522,386
19326,interaction,6_easy_full,0.811552143,386
19327,interaction,6_easy_pruned,0.519198801,386
19328,interaction,6_hard_full,0.633570351,386
19329,interaction,6_hard_pruned,0.698292169,386
19330,linear,10_easy_full,0.207870069,386
19331,linear,10_easy_pruned,0.429765589,386
19332,linear,10_hard_full,0.643636183,386
19333,linear,10_hard_pruned,0.287170358,386
19334,linear,10_medium_full,0.60518597,386
19335,linear,10_medium_pruned,0.553501687,386
19336,linear,6_easy_full,0.693287428,386
19337,linear,6_easy_pruned,0.557877377,386
19338,linear,6_hard_full,0.386368058,386
19339,linear,6_hard_pruned,0.464997517,386
19340,non-linear,10_easy_full,0.362416317,386
19341,non-linear,10_easy_pruned,0.468529076,386
19342,non-linear,10_hard_full,0.700733633,386
19343,non-linear,10_hard_pruned,0.580020936,386
19344,non-linear,10_medium_full,0.382054434,386
19345,non-linear,10_medium_pruned,0.284290695,386
19346,non-linear,6_easy_full,0.772974618,386
19347,non-linear,6_easy_pruned,0.464974461,386
19348,non-linear,6_hard_full,0.571121659,386
19349,non-linear,6_hard_pruned,0.627848166,386
19350,blocking,10_easy_full,0.532329588,387
19351,blocking,10_easy_pruned,0.379181885,387
19352,blocking,10_hard_full,0.690246496,387
19353,blocking,10_hard_pruned,0.660050721,387
19354,blocking,10_medium_full,0.558344206,387
19355,blocking,10_medium_pruned,0.310712618,387
19356,blocking,6_easy_full,0.780384236,387
19357,blocking,6_easy_pruned,0.589367149,387
19358,blocking,6_hard_full,0.642713217,387
19359,blocking,6_hard_pruned,0.642944737,387
19360,density,10_easy_full,0.060601846,387
19361,density,10_easy_pruned,0.54136265,387
19362,density,10_hard_full,0.337848844,387
19363,density,10_hard_pruned,0.404758734,387
19364,density,10_medium_full,0.171716506,387
19365,density,10_medium_pruned,0.178913582,387
19366,density,6_easy_full,0.517081712,387
19367,density,6_easy_pruned,0.476928336,387
19368,density,6_hard_full,0.503094195,387
19369,density,6_hard_pruned,0.423017672,387
19370,interaction,10_easy_full,0.388195005,387
19371,interaction,10_easy_pruned,0.495155072,387
19372,interaction,10_hard_full,0.58005399,387
19373,interaction,10_hard_pruned,0.453413523,387
19374,interaction,10_medium_full,0.062022961,387
19375,interaction,10_medium_pruned,0.603759092,387
19376,interaction,6_easy_full,0.762418826,387
19377,interaction,6_easy_pruned,0.738788494,387
19378,interaction,6_hard_full,0.589880356,387
19379,interaction,6_hard_pruned,0.642713536,387
19380,linear,10_easy_full,0.396053057,387
19381,linear,10_easy_pruned,0.541641943,387
19382,linear,10_hard_full,0.527000536,387
19383,linear,10_hard_pruned,0.320562413,387
19384,linear,10_medium_full,0.458761118,387
19385,linear,10_medium_pruned,0.558506577,387
19386,linear,6_easy_full,0.829212277,387
19387,linear,6_easy_pruned,0.586418679,387
19388,linear,6_hard_full,0.451369177,387
19389,linear,6_hard_pruned,0.543383298,387
19390,non-linear,10_easy_full,0.427281075,387
19391,non-linear,10_easy_pruned,0.599734238,387
19392,non-linear,10_hard_full,0.601788685,387
19393,non-linear,10_hard_pruned,0.332254159,387
19394,non-linear,10_medium_full,0.431498698,387
19395,non-linear,10_medium_pruned,0.432313762,387
19396,non-linear,6_easy_full,0.809517742,387
19397,non-linear,6_easy_pruned,0.567210289,387
19398,non-linear,6_hard_full,0.505072776,387
19399,non-linear,6_hard_pruned,0.647788491,387
19400,blocking,10_easy_full,0.632270679,388
19401,blocking,10_easy_pruned,0.720267254,388
19402,blocking,10_hard_full,0.545858973,388
19403,blocking,10_hard_pruned,0.356192622,388
19404,blocking,10_medium_full,0.42430467,388
19405,blocking,10_medium_pruned,0.599521046,388
19406,blocking,6_easy_full,0.883083962,388
19407,blocking,6_easy_pruned,0.702601094,388
19408,blocking,6_hard_full,0.484718757,388
19409,blocking,6_hard_pruned,0.712934825,388
19410,density,10_easy_full,0.202984216,388
19411,density,10_easy_pruned,0.400670617,388
19412,density,10_hard_full,0.356477268,388
19413,density,10_hard_pruned,0.324936462,388
19414,density,10_medium_full,0.448887036,388
19415,density,10_medium_pruned,0.028719405,388
19416,density,6_easy_full,0.381368014,388
19417,density,6_easy_pruned,0.509528393,388
19418,density,6_hard_full,0.160102218,388
19419,density,6_hard_pruned,0.490123659,388
19420,interaction,10_easy_full,0.514344785,388
19421,interaction,10_easy_pruned,0.686537553,388
19422,interaction,10_hard_full,0.510228538,388
19423,interaction,10_hard_pruned,0.54897057,388
19424,interaction,10_medium_full,0.486965058,388
19425,interaction,10_medium_pruned,0.551343871,388
19426,interaction,6_easy_full,0.858413186,388
19427,interaction,6_easy_pruned,0.550670702,388
19428,interaction,6_hard_full,0.50824231,388
19429,interaction,6_hard_pruned,0.640591677,388
19430,linear,10_easy_full,0.363077023,388
19431,linear,10_easy_pruned,0.447739897,388
19432,linear,10_hard_full,0.422488698,388
19433,linear,10_hard_pruned,0.428899286,388
19434,linear,10_medium_full,0.579909699,388
19435,linear,10_medium_pruned,0.550141085,388
19436,linear,6_easy_full,0.756982601,388
19437,linear,6_easy_pruned,0.644896321,388
19438,linear,6_hard_full,0.600130293,388
19439,linear,6_hard_pruned,0.455107613,388
19440,non-linear,10_easy_full,0.207844179,388
19441,non-linear,10_easy_pruned,0.609002567,388
19442,non-linear,10_hard_full,0.48047595,388
19443,non-linear,10_hard_pruned,0.64559843,388
19444,non-linear,10_medium_full,0.343559941,388
19445,non-linear,10_medium_pruned,0.380649487,388
19446,non-linear,6_easy_full,0.78568886,388
19447,non-linear,6_easy_pruned,0.56786052,388
19448,non-linear,6_hard_full,0.398569316,388
19449,non-linear,6_hard_pruned,0.55163121,388
19450,blocking,10_easy_full,0.505085774,389
19451,blocking,10_easy_pruned,0.545929776,389
19452,blocking,10_hard_full,0.63606691,389
19453,blocking,10_hard_pruned,0.212715665,389
19454,blocking,10_medium_full,0.512176669,389
19455,blocking,10_medium_pruned,0.618577984,389
19456,blocking,6_easy_full,0.80804869,389
19457,blocking,6_easy_pruned,0.554599336,389
19458,blocking,6_hard_full,0.622733194,389
19459,blocking,6_hard_pruned,0.689432392,389
19460,density,10_easy_full,0.138940286,389
19461,density,10_easy_pruned,0.337811961,389
19462,density,10_hard_full,0.249652644,389
19463,density,10_hard_pruned,0.490677997,389
19464,density,10_medium_full,0.429972458,389
19465,density,10_medium_pruned,0.178359239,389
19466,density,6_easy_full,0.375594442,389
19467,density,6_easy_pruned,0.504228151,389
19468,density,6_hard_full,0.13651323,389
19469,density,6_hard_pruned,0.364955303,389
19470,interaction,10_easy_full,0.58407851,389
19471,interaction,10_easy_pruned,0.767197252,389
19472,interaction,10_hard_full,0.491447885,389
