,heuristic,board,correlation,sample_number
8972,interaction,10_hard_full,0.513640665,179
8973,interaction,10_hard_pruned,0.499433488,179
8974,interaction,10_medium_full,0.611179194,179
8975,interaction,10_medium_pruned,0.676340681,179
8976,interaction,6_easy_full,0.721432167,179
8977,interaction,6_easy_pruned,0.694866927,179
8978,interaction,6_hard_full,0.457003157,179
8979,interaction,6_hard_pruned,0.624973087,179
8980,linear,10_easy_full,0.448156246,179
8981,linear,10_easy_pruned,0.279030289,179
8982,linear,10_hard_full,0.572631661,179
8983,linear,10_hard_pruned,0.470571492,179
8984,linear,10_medium_full,0.292094388,179
8985,linear,10_medium_pruned,0.292233459,179
8986,linear,6_easy_full,0.654467365,179
8987,linear,6_easy_pruned,0.585427856,179
8988,linear,6_hard_full,0.393909435,179
8989,linear,6_hard_pruned,0.580396994,179
8990,non-linear,10_easy_full,0.334961596,179
8991,non-linear,10_easy_pruned,0.519008519,179
8992,non-linear,10_hard_full,0.67074713,179
8993,non-linear,10_hard_pruned,0.649808011,179
8994,non-linear,10_medium_full,0.334608809,179
8995,non-linear,10_medium_pruned,0.397369091,179
8996,non-linear,6_easy_full,0.854938458,179
8997,non-linear,6_easy_pruned,0.628022209,179
8998,non-linear,6_hard_full,0.571478491,179
8999,non-linear,6_hard_pruned,0.654015004,179
9000,blocking,10_easy_full,0.588057814,180
9001,blocking,10_easy_pruned,0.673077341,180
9002,blocking,10_hard_full,0.591747419,180
9003,blocking,10_hard_pruned,0.692580813,180
9004,blocking,10_medium_full,0.292619766,180
9005,blocking,10_medium_pruned,0.578819294,180
9006,blocking,6_easy_full,0.816934984,180
9007,blocking,6_easy_pruned,0.607647799,180
9008,blocking,6_hard_full,0.788715151,180
9009,blocking,6_hard_pruned,0.565989702,180
9010,density,10_easy_full,0.183295505,180
9011,density,10_easy_pruned,0.382527659,180
9012,density,10_hard_full,0.37639268,180
9013,density,10_hard_pruned,0.430306554,180
9014,density,10_medium_full,0.414843655,180
9015,density,10_medium_pruned,0.026679506,180
9016,density,6_easy_full,0.413266759,180
9017,density,6_easy_pruned,0.535114639,180
9018,density,6_hard_full,0.465412923,180
9019,density,6_hard_pruned,0.463521561,180
9020,interaction,10_easy_full,0.667066446,180
9021,interaction,10_easy_pruned,0.630815007,180
9022,interaction,10_hard_full,0.73243323,180
9023,interaction,10_hard_pruned,0.531013133,180
9024,interaction,10_medium_full,0.34956574,180
9025,interaction,10_medium_pruned,0.480594699,180
9026,interaction,6_easy_full,0.906232617,180
9027,interaction,6_easy_pruned,0.690984505,180
9028,interaction,6_hard_full,0.364669497,180
9029,interaction,6_hard_pruned,0.687657589,180
9030,linear,10_easy_full,0.450406139,180
9031,linear,10_easy_pruned,0.276206337,180
9032,linear,10_hard_full,0.654017912,180
9033,linear,10_hard_pruned,0.504436726,180
9034,linear,10_medium_full,0.580765748,180
9035,linear,10_medium_pruned,0.373999507,180
9036,linear,6_easy_full,0.627414618,180
9037,linear,6_easy_pruned,0.660900473,180
9038,linear,6_hard_full,0.276140905,180
9039,linear,6_hard_pruned,0.574868481,180
9040,non-linear,10_easy_full,0.444242502,180
9041,non-linear,10_easy_pruned,0.538490939,180
9042,non-linear,10_hard_full,0.608822239,180
9043,non-linear,10_hard_pruned,0.404963265,180
9044,non-linear,10_medium_full,0.606125417,180
9045,non-linear,10_medium_pruned,0.267208677,180
9046,non-linear,6_easy_full,0.801162705,180
9047,non-linear,6_easy_pruned,0.544442869,180
9048,non-linear,6_hard_full,0.478666402,180
9049,non-linear,6_hard_pruned,0.584644857,180
9050,blocking,10_easy_full,0.650184313,181
9051,blocking,10_easy_pruned,0.499812642,181
9052,blocking,10_hard_full,0.651950651,181
9053,blocking,10_hard_pruned,0.674191687,181
9054,blocking,10_medium_full,0.498710348,181
9055,blocking,10_medium_pruned,0.624410179,181
9056,blocking,6_easy_full,0.865452422,181
9057,blocking,6_easy_pruned,0.65782864,181
9058,blocking,6_hard_full,0.340929962,181
9059,blocking,6_hard_pruned,0.713518187,181
9060,density,10_easy_full,0.053645969,181
9061,density,10_easy_pruned,0.266436239,181
9062,density,10_hard_full,0.208342586,181
9063,density,10_hard_pruned,0.230064261,181
9064,density,10_medium_full,0.376728546,181
9065,density,10_medium_pruned,0.276061745,181
9066,density,6_easy_full,0.183763481,181
9067,density,6_easy_pruned,0.561077857,181
9068,density,6_hard_full,0.351591385,181
9069,density,6_hard_pruned,0.282699825,181
9070,interaction,10_easy_full,0.486676862,181
9071,interaction,10_easy_pruned,0.663052309,181
9072,interaction,10_hard_full,0.705368827,181
9073,interaction,10_hard_pruned,0.649219219,181
9074,interaction,10_medium_full,0.36671773,181
9075,interaction,10_medium_pruned,0.439551428,181
9076,interaction,6_easy_full,0.787982932,181
9077,interaction,6_easy_pruned,0.523995939,181
9078,interaction,6_hard_full,0.623874524,181
9079,interaction,6_hard_pruned,0.651696036,181
9080,linear,10_easy_full,0.408927742,181
9081,linear,10_easy_pruned,0.37661464,181
9082,linear,10_hard_full,0.531922555,181
9083,linear,10_hard_pruned,0.229036002,181
9084,linear,10_medium_full,0.309499509,181
9085,linear,10_medium_pruned,0.538029553,181
9086,linear,6_easy_full,0.606631641,181
9087,linear,6_easy_pruned,0.603461963,181
9088,linear,6_hard_full,0.252836065,181
9089,linear,6_hard_pruned,0.404935312,181
9090,non-linear,10_easy_full,0.343603297,181
9091,non-linear,10_easy_pruned,0.56508751,181
9092,non-linear,10_hard_full,0.430850174,181
9093,non-linear,10_hard_pruned,0.449985995,181
9094,non-linear,10_medium_full,0.395134886,181
9095,non-linear,10_medium_pruned,0.320303732,181
9096,non-linear,6_easy_full,0.767859237,181
9097,non-linear,6_easy_pruned,0.507781364,181
9098,non-linear,6_hard_full,0.499045758,181
9099,non-linear,6_hard_pruned,0.519354164,181
9100,blocking,10_easy_full,0.669335129,182
9101,blocking,10_easy_pruned,0.525994564,182
9102,blocking,10_hard_full,0.572750859,182
9103,blocking,10_hard_pruned,0.607217117,182
9104,blocking,10_medium_full,0.49983982,182
9105,blocking,10_medium_pruned,0.467121726,182
9106,blocking,6_easy_full,0.888925537,182
9107,blocking,6_easy_pruned,0.536999397,182
9108,blocking,6_hard_full,0.721684286,182
9109,blocking,6_hard_pruned,0.45018535,182
9110,density,10_easy_full,-0.002845386,182
9111,density,10_easy_pruned,0.332707711,182
9112,density,10_hard_full,0.549336619,182
9113,density,10_hard_pruned,0.263196457,182
9114,density,10_medium_full,0.317738733,182
9115,density,10_medium_pruned,0.096765387,182
9116,density,6_easy_full,0.368630913,182
9117,density,6_easy_pruned,0.702006777,182
9118,density,6_hard_full,0.317032488,182
9119,density,6_hard_pruned,0.21688793,182
9120,interaction,10_easy_full,0.418978175,182
9121,interaction,10_easy_pruned,0.711505603,182
9122,interaction,10_hard_full,0.539187687,182
9123,interaction,10_hard_pruned,0.601548745,182
9124,interaction,10_medium_full,0.650516723,182
9125,interaction,10_medium_pruned,0.449435219,182
9126,interaction,6_easy_full,0.829242221,182
9127,interaction,6_easy_pruned,0.654370679,182
9128,interaction,6_hard_full,0.513152661,182
9129,interaction,6_hard_pruned,0.530579195,182
9130,linear,10_easy_full,0.436616167,182
9131,linear,10_easy_pruned,0.394345364,182
9132,linear,10_hard_full,0.554208423,182
9133,linear,10_hard_pruned,0.217551786,182
9134,linear,10_medium_full,0.479423127,182
9135,linear,10_medium_pruned,0.402093225,182
9136,linear,6_easy_full,0.408078121,182
9137,linear,6_easy_pruned,0.590279259,182
9138,linear,6_hard_full,0.571359849,182
9139,linear,6_hard_pruned,0.546878202,182
9140,non-linear,10_easy_full,0.459484713,182
9141,non-linear,10_easy_pruned,0.565173951,182
9142,non-linear,10_hard_full,0.639544535,182
9143,non-linear,10_hard_pruned,0.420812786,182
9144,non-linear,10_medium_full,0.502151197,182
9145,non-linear,10_medium_pruned,0.563468557,182
9146,non-linear,6_easy_full,0.824285846,182
9147,non-linear,6_easy_pruned,0.534177621,182
9148,non-linear,6_hard_full,0.49257281,182
9149,non-linear,6_hard_pruned,0.510535564,182
9150,blocking,10_easy_full,0.619671022,183
9151,blocking,10_easy_pruned,0.551246065,183
9152,blocking,10_hard_full,0.569516195,183
9153,blocking,10_hard_pruned,0.670493143,183
9154,blocking,10_medium_full,0.386753759,183
9155,blocking,10_medium_pruned,0.458959798,183
9156,blocking,6_easy_full,0.907186749,183
9157,blocking,6_easy_pruned,0.611619644,183
9158,blocking,6_hard_full,0.620015664,183
9159,blocking,6_hard_pruned,0.651070709,183
9160,density,10_easy_full,0.163136019,183
9161,density,10_easy_pruned,0.243256496,183
9162,density,10_hard_full,0.30039884,183
9163,density,10_hard_pruned,0.500837199,183
9164,density,10_medium_full,0.252440712,183
9165,density,10_medium_pruned,0.087119499,183
9166,density,6_easy_full,0.455332506,183
9167,density,6_easy_pruned,0.656874492,183
9168,density,6_hard_full,0.392390533,183
9169,density,6_hard_pruned,0.254194327,183
9170,interaction,10_easy_full,0.563201464,183
9171,interaction,10_easy_pruned,0.656367593,183
9172,interaction,10_hard_full,0.529809656,183
9173,interaction,10_hard_pruned,0.624905005,183
9174,interaction,10_medium_full,0.341636149,183
9175,interaction,10_medium_pruned,0.65409147,183
9176,interaction,6_easy_full,0.849715637,183
9177,interaction,6_easy_pruned,0.688624585,183
9178,interaction,6_hard_full,0.513950733,183
9179,interaction,6_hard_pruned,0.644419125,183
9180,linear,10_easy_full,0.18197699,183
9181,linear,10_easy_pruned,0.507109925,183
9182,linear,10_hard_full,0.657856693,183
9183,linear,10_hard_pruned,0.417563855,183
9184,linear,10_medium_full,0.436470606,183
9185,linear,10_medium_pruned,0.193479655,183
9186,linear,6_easy_full,0.49506657,183
9187,linear,6_easy_pruned,0.617233745,183
9188,linear,6_hard_full,0.346120944,183
9189,linear,6_hard_pruned,0.646884516,183
9190,non-linear,10_easy_full,0.43246297,183
9191,non-linear,10_easy_pruned,0.615281278,183
9192,non-linear,10_hard_full,0.604854981,183
9193,non-linear,10_hard_pruned,0.641905176,183
9194,non-linear,10_medium_full,0.344567809,183
9195,non-linear,10_medium_pruned,0.568083924,183
9196,non-linear,6_easy_full,0.876348835,183
9197,non-linear,6_easy_pruned,0.618030728,183
9198,non-linear,6_hard_full,0.484067954,183
9199,non-linear,6_hard_pruned,0.622483283,183
9200,blocking,10_easy_full,0.65281035,184
9201,blocking,10_easy_pruned,0.665571349,184
9202,blocking,10_hard_full,0.71617153,184
9203,blocking,10_hard_pruned,0.675654062,184
9204,blocking,10_medium_full,0.497453011,184
9205,blocking,10_medium_pruned,0.447507404,184
9206,blocking,6_easy_full,0.707614457,184
9207,blocking,6_easy_pruned,0.482390975,184
9208,blocking,6_hard_full,0.566254384,184
9209,blocking,6_hard_pruned,0.655925511,184
9210,density,10_easy_full,0.291817434,184
9211,density,10_easy_pruned,0.369109346,184
9212,density,10_hard_full,0.43441528,184
9213,density,10_hard_pruned,0.275197884,184
9214,density,10_medium_full,0.34934224,184
9215,density,10_medium_pruned,0.069900632,184
9216,density,6_easy_full,0.312758246,184
9217,density,6_easy_pruned,0.503071829,184
9218,density,6_hard_full,0.283755726,184
9219,density,6_hard_pruned,0.472130356,184
9220,interaction,10_easy_full,0.531521457,184
9221,interaction,10_easy_pruned,0.494803441,184
9222,interaction,10_hard_full,0.604937235,184
9223,interaction,10_hard_pruned,0.536532278,184
9224,interaction,10_medium_full,0.471587504,184
9225,interaction,10_medium_pruned,0.521908534,184
9226,interaction,6_easy_full,0.868421693,184
9227,interaction,6_easy_pruned,0.621711142,184
9228,interaction,6_hard_full,0.583906574,184
9229,interaction,6_hard_pruned,0.582778739,184
9230,linear,10_easy_full,0.140247812,184
9231,linear,10_easy_pruned,0.376140819,184
9232,linear,10_hard_full,0.452604672,184
9233,linear,10_hard_pruned,0.292221845,184
9234,linear,10_medium_full,0.458257985,184
9235,linear,10_medium_pruned,0.359846992,184
9236,linear,6_easy_full,0.772601177,184
9237,linear,6_easy_pruned,0.340284292,184
9238,linear,6_hard_full,0.488542975,184
9239,linear,6_hard_pruned,0.57732902,184
9240,non-linear,10_easy_full,0.379960784,184
9241,non-linear,10_easy_pruned,0.615976152,184
9242,non-linear,10_hard_full,0.523481666,184
9243,non-linear,10_hard_pruned,0.50166591,184
9244,non-linear,10_medium_full,0.649297981,184
9245,non-linear,10_medium_pruned,0.119715735,184
9246,non-linear,6_easy_full,0.882947552,184
9247,non-linear,6_easy_pruned,0.602913172,184
9248,non-linear,6_hard_full,0.50618713,184
9249,non-linear,6_hard_pruned,0.666533412,184
9250,blocking,10_easy_full,0.666208963,185
9251,blocking,10_easy_pruned,0.614627455,185
9252,blocking,10_hard_full,0.568547325,185
9253,blocking,10_hard_pruned,0.391816696,185
9254,blocking,10_medium_full,0.504629232,185
9255,blocking,10_medium_pruned,0.428860686,185
9256,blocking,6_easy_full,0.873857671,185
9257,blocking,6_easy_pruned,0.7417226,185
9258,blocking,6_hard_full,0.800871175,185
9259,blocking,6_hard_pruned,0.512492118,185
9260,density,10_easy_full,0.239764253,185
9261,density,10_easy_pruned,0.255818377,185
9262,density,10_hard_full,0.361855594,185
9263,density,10_hard_pruned,0.212670483,185
9264,density,10_medium_full,0.32719414,185
9265,density,10_medium_pruned,0.102074956,185
9266,density,6_easy_full,0.294118928,185
9267,density,6_easy_pruned,0.51655812,185
9268,density,6_hard_full,0.532560469,185
9269,density,6_hard_pruned,0.442272795,185
9270,interaction,10_easy_full,0.405016703,185
9271,interaction,10_easy_pruned,0.645316241,185
9272,interaction,10_hard_full,0.648870351,185
9273,interaction,10_hard_pruned,0.615632845,185
9274,interaction,10_medium_full,0.407908856,185
9275,interaction,10_medium_pruned,0.557524068,185
9276,interaction,6_easy_full,0.828105108,185
9277,interaction,6_easy_pruned,0.678235213,185
9278,interaction,6_hard_full,0.670904257,185
9279,interaction,6_hard_pruned,0.653441238,185
9280,linear,10_easy_full,0.256934213,185
9281,linear,10_easy_pruned,0.434969623,185
9282,linear,10_hard_full,0.45826026,185
9283,linear,10_hard_pruned,0.473542652,185
9284,linear,10_medium_full,0.464330239,185
9285,linear,10_medium_pruned,0.429279684,185
9286,linear,6_easy_full,0.704004989,185
9287,linear,6_easy_pruned,0.624064597,185
9288,linear,6_hard_full,0.421075478,185
9289,linear,6_hard_pruned,0.730442985,185
9290,non-linear,10_easy_full,0.328933331,185
9291,non-linear,10_easy_pruned,0.569585011,185
9292,non-linear,10_hard_full,0.542693181,185
9293,non-linear,10_hard_pruned,0.540573318,185
9294,non-linear,10_medium_full,0.497841358,185
9295,non-linear,10_medium_pruned,0.454548807,185
9296,non-linear,6_easy_full,0.864148098,185
9297,non-linear,6_easy_pruned,0.499279614,185
9298,non-linear,6_hard_full,0.623570726,185
9299,non-linear,6_hard_pruned,0.654507515,185
9300,blocking,10_easy_full,0.582056978,186
9301,blocking,10_easy_pruned,0.611199123,186
9302,blocking,10_hard_full,0.6864067,186
9303,blocking,10_hard_pruned,0.593741673,186
9304,blocking,10_medium_full,0.271057871,186
9305,blocking,10_medium_pruned,0.438127562,186
9306,blocking,6_easy_full,0.851657778,186
9307,blocking,6_easy_pruned,0.557214675,186
9308,blocking,6_hard_full,0.507211381,186
9309,blocking,6_hard_pruned,0.552911054,186
9310,density,10_easy_full,0.296235528,186
9311,density,10_easy_pruned,0.489098814,186
9312,density,10_hard_full,0.305822392,186
9313,density,10_hard_pruned,0.270206511,186
9314,density,10_medium_full,0.223525399,186
9315,density,10_medium_pruned,0.287495218,186
9316,density,6_easy_full,0.417148349,186
9317,density,6_easy_pruned,0.517221102,186
9318,density,6_hard_full,0.395565352,186
9319,density,6_hard_pruned,0.523720853,186
9320,interaction,10_easy_full,0.462634712,186
9321,interaction,10_easy_pruned,0.586552906,186
9322,interaction,10_hard_full,0.526399228,186
9323,interaction,10_hard_pruned,0.620979186,186
9324,interaction,10_medium_full,0.572617579,186
9325,interaction,10_medium_pruned,0.443014669,186
9326,interaction,6_easy_full,0.822528668,186
9327,interaction,6_easy_pruned,0.701603432,186
9328,interaction,6_hard_full,0.585842443,186
9329,interaction,6_hard_pruned,0.543458687,186
9330,linear,10_easy_full,0.22545146,186
9331,linear,10_easy_pruned,0.258189686,186
9332,linear,10_hard_full,0.552103522,186
9333,linear,10_hard_pruned,0.591993237,186
9334,linear,10_medium_full,0.361784149,186
9335,linear,10_medium_pruned,0.45631415,186
9336,linear,6_easy_full,0.736142044,186
9337,linear,6_easy_pruned,0.498490072,186
9338,linear,6_hard_full,0.250430409,186
9339,linear,6_hard_pruned,0.649515515,186
9340,non-linear,10_easy_full,0.420853734,186
9341,non-linear,10_easy_pruned,0.53285105,186
9342,non-linear,10_hard_full,0.471687309,186
9343,non-linear,10_hard_pruned,0.381420312,186
9344,non-linear,10_medium_full,0.450693719,186
9345,non-linear,10_medium_pruned,0.514722611,186
9346,non-linear,6_easy_full,0.795766714,186
9347,non-linear,6_easy_pruned,0.612193407,186
9348,non-linear,6_hard_full,0.607770602,186
9349,non-linear,6_hard_pruned,0.581249116,186
9350,blocking,10_easy_full,0.346375842,187
9351,blocking,10_easy_pruned,0.514459134,187
9352,blocking,10_hard_full,0.564754422,187
9353,blocking,10_hard_pruned,0.412836008,187
9354,blocking,10_medium_full,0.506808271,187
9355,blocking,10_medium_pruned,0.504410648,187
9356,blocking,6_easy_full,0.889924013,187
9357,blocking,6_easy_pruned,0.362127514,187
9358,blocking,6_hard_full,0.651827856,187
9359,blocking,6_hard_pruned,0.665974691,187
9360,density,10_easy_full,0.091923852,187
9361,density,10_easy_pruned,0.494677463,187
9362,density,10_hard_full,0.186145642,187
9363,density,10_hard_pruned,0.305542539,187
9364,density,10_medium_full,0.262230181,187
9365,density,10_medium_pruned,0.087085634,187
9366,density,6_easy_full,0.503550994,187
9367,density,6_easy_pruned,0.468559609,187
9368,density,6_hard_full,0.244912819,187
9369,density,6_hard_pruned,-0.01604395,187
9370,interaction,10_easy_full,0.667209553,187
9371,interaction,10_easy_pruned,0.532257349,187
9372,interaction,10_hard_full,0.608451885,187
9373,interaction,10_hard_pruned,0.51323608,187
9374,interaction,10_medium_full,0.475187098,187
9375,interaction,10_medium_pruned,0.449979518,187
9376,interaction,6_easy_full,0.899400512,187
9377,interaction,6_easy_pruned,0.679027791,187
9378,interaction,6_hard_full,0.492194604,187
9379,interaction,6_hard_pruned,0.521387593,187
9380,linear,10_easy_full,0.499108286,187
9381,linear,10_easy_pruned,0.460294128,187
9382,linear,10_hard_full,0.488109416,187
9383,linear,10_hard_pruned,0.543841981,187
9384,linear,10_medium_full,0.251661287,187
9385,linear,10_medium_pruned,0.411178521,187
9386,linear,6_easy_full,0.652538417,187
9387,linear,6_easy_pruned,0.602657925,187
9388,linear,6_hard_full,0.506299166,187
9389,linear,6_hard_pruned,0.564854636,187
9390,non-linear,10_easy_full,0.503799124,187
9391,non-linear,10_easy_pruned,0.56386458,187
9392,non-linear,10_hard_full,0.564373078,187
9393,non-linear,10_hard_pruned,0.382238662,187
9394,non-linear,10_medium_full,0.519292692,187
9395,non-linear,10_medium_pruned,0.410398533,187
9396,non-linear,6_easy_full,0.89286556,187
9397,non-linear,6_easy_pruned,0.598463926,187
9398,non-linear,6_hard_full,0.313154347,187
9399,non-linear,6_hard_pruned,0.621872111,187
9400,blocking,10_easy_full,0.69590092,188
9401,blocking,10_easy_pruned,0.588876397,188
9402,blocking,10_hard_full,0.649537,188
9403,blocking,10_hard_pruned,0.583992384,188
9404,blocking,10_medium_full,0.392663205,188
9405,blocking,10_medium_pruned,0.455077702,188
9406,blocking,6_easy_full,0.782945457,188
9407,blocking,6_easy_pruned,0.688325047,188
9408,blocking,6_hard_full,0.622042969,188
9409,blocking,6_hard_pruned,0.580925975,188
9410,density,10_easy_full,0.145680466,188
9411,density,10_easy_pruned,0.34667788,188
9412,density,10_hard_full,0.323608283,188
9413,density,10_hard_pruned,0.299935376,188
9414,density,10_medium_full,0.292234888,188
9415,density,10_medium_pruned,0.319917219,188
9416,density,6_easy_full,0.444155058,188
9417,density,6_easy_pruned,0.245850751,188
9418,density,6_hard_full,0.186916118,188
9419,density,6_hard_pruned,0.185831286,188
9420,interaction,10_easy_full,0.462566804,188
9421,interaction,10_easy_pruned,0.472154683,188
9422,interaction,10_hard_full,0.575679172,188
9423,interaction,10_hard_pruned,0.571150135,188
9424,interaction,10_medium_full,0.442120245,188
9425,interaction,10_medium_pruned,0.521934394,188
9426,interaction,6_easy_full,0.776271209,188
9427,interaction,6_easy_pruned,0.50421569,188
9428,interaction,6_hard_full,0.544726628,188
9429,interaction,6_hard_pruned,0.516684156,188
9430,linear,10_easy_full,0.320709292,188
9431,linear,10_easy_pruned,0.387471361,188
9432,linear,10_hard_full,0.585881997,188
9433,linear,10_hard_pruned,0.412457359,188
9434,linear,10_medium_full,0.355699444,188
9435,linear,10_medium_pruned,0.460614232,188
9436,linear,6_easy_full,0.692161649,188
9437,linear,6_easy_pruned,0.629270152,188
9438,linear,6_hard_full,0.359826227,188
9439,linear,6_hard_pruned,0.410156746,188
9440,non-linear,10_easy_full,0.551235699,188
9441,non-linear,10_easy_pruned,0.324156966,188
9442,non-linear,10_hard_full,0.69100347,188
9443,non-linear,10_hard_pruned,0.408110234,188
9444,non-linear,10_medium_full,0.44406824,188
9445,non-linear,10_medium_pruned,0.361702609,188
9446,non-linear,6_easy_full,0.861754022,188
9447,non-linear,6_easy_pruned,0.627961239,188
9448,non-linear,6_hard_full,0.416463029,188
9449,non-linear,6_hard_pruned,0.575079552,188
9450,blocking,10_easy_full,0.51790279,189
9451,blocking,10_easy_pruned,0.616100416,189
9452,blocking,10_hard_full,0.580784651,189
9453,blocking,10_hard_pruned,0.680789481,189
9454,blocking,10_medium_full,0.457676776,189
9455,blocking,10_medium_pruned,0.491486684,189
9456,blocking,6_easy_full,0.848332583,189
9457,blocking,6_easy_pruned,0.651009195,189
9458,blocking,6_hard_full,0.635483329,189
9459,blocking,6_hard_pruned,0.620909593,189
9460,density,10_easy_full,0.256333856,189
9461,density,10_easy_pruned,0.294561463,189
9462,density,10_hard_full,0.442641525,189
9463,density,10_hard_pruned,0.345721409,189
9464,density,10_medium_full,0.05632086,189
9465,density,10_medium_pruned,0.297806089,189
9466,density,6_easy_full,0.501890991,189
9467,density,6_easy_pruned,0.606021773,189
9468,density,6_hard_full,0.401108595,189
9469,density,6_hard_pruned,0.314116778,189
9470,interaction,10_easy_full,0.339742515,189
9471,interaction,10_easy_pruned,0.585360648,189
9472,interaction,10_hard_full,0.660401637,189
9473,interaction,10_hard_pruned,0.339883771,189
9474,interaction,10_medium_full,0.374290804,189
9475,interaction,10_medium_pruned,0.623062883,189
9476,interaction,6_easy_full,0.868576848,189
9477,interaction,6_easy_pruned,0.636889919,189
9478,interaction,6_hard_full,0.559515969,189
9479,interaction,6_hard_pruned,0.661458801,189
9480,linear,10_easy_full,0.273809942,189
9481,linear,10_easy_pruned,0.444334753,189
9482,linear,10_hard_full,0.557056901,189
9483,linear,10_hard_pruned,0.310007961,189
9484,linear,10_medium_full,0.440187632,189
9485,linear,10_medium_pruned,0.374773409,189
9486,linear,6_easy_full,0.598655379,189
9487,linear,6_easy_pruned,0.641384887,189
9488,linear,6_hard_full,0.436676712,189
9489,linear,6_hard_pruned,0.419784783,189
9490,non-linear,10_easy_full,0.207414479,189
9491,non-linear,10_easy_pruned,0.495622272,189
9492,non-linear,10_hard_full,0.456379721,189
9493,non-linear,10_hard_pruned,0.643718034,189
9494,non-linear,10_medium_full,0.346495784,189
9495,non-linear,10_medium_pruned,0.480333505,189
9496,non-linear,6_easy_full,0.886710506,189
9497,non-linear,6_easy_pruned,0.568931679,189
9498,non-linear,6_hard_full,0.444371407,189
9499,non-linear,6_hard_pruned,0.555437543,189
9500,blocking,10_easy_full,0.556542277,190
9501,blocking,10_easy_pruned,0.556199736,190
9502,blocking,10_hard_full,0.545609506,190
9503,blocking,10_hard_pruned,0.557839254,190
9504,blocking,10_medium_full,0.34102934,190
9505,blocking,10_medium_pruned,0.498252636,190
9506,blocking,6_easy_full,0.87691498,190
9507,blocking,6_easy_pruned,0.656176343,190
9508,blocking,6_hard_full,0.690539464,190
9509,blocking,6_hard_pruned,0.553588635,190
9510,density,10_easy_full,0.142929721,190
9511,density,10_easy_pruned,0.569981595,190
9512,density,10_hard_full,0.360191231,190
9513,density,10_hard_pruned,0.297713853,190
9514,density,10_medium_full,0.400537917,190
9515,density,10_medium_pruned,0.079694226,190
9516,density,6_easy_full,0.27100142,190
9517,density,6_easy_pruned,0.518371605,190
9518,density,6_hard_full,0.435550688,190
9519,density,6_hard_pruned,0.109310073,190
9520,interaction,10_easy_full,0.378892051,190
9521,interaction,10_easy_pruned,0.609065456,190
9522,interaction,10_hard_full,0.537906697,190
9523,interaction,10_hard_pruned,0.503580398,190
9524,interaction,10_medium_full,0.461678445,190
9525,interaction,10_medium_pruned,0.565783633,190
9526,interaction,6_easy_full,0.81548741,190
9527,interaction,6_easy_pruned,0.609410144,190
9528,interaction,6_hard_full,0.518023856,190
9529,interaction,6_hard_pruned,0.545119523,190
9530,linear,10_easy_full,0.082165864,190
9531,linear,10_easy_pruned,0.306193156,190
9532,linear,10_hard_full,0.468659443,190
9533,linear,10_hard_pruned,0.298139305,190
9534,linear,10_medium_full,0.502948545,190
9535,linear,10_medium_pruned,0.417774961,190
9536,linear,6_easy_full,0.736835747,190
9537,linear,6_easy_pruned,0.502998248,190
9538,linear,6_hard_full,0.401172211,190
9539,linear,6_hard_pruned,0.511217106,190
9540,non-linear,10_easy_full,0.474780118,190
9541,non-linear,10_easy_pruned,0.578218505,190
9542,non-linear,10_hard_full,0.50444164,190
9543,non-linear,10_hard_pruned,0.492734661,190
9544,non-linear,10_medium_full,0.490790004,190
9545,non-linear,10_medium_pruned,0.332977926,190
9546,non-linear,6_easy_full,0.833912602,190
9547,non-linear,6_easy_pruned,0.654636462,190
9548,non-linear,6_hard_full,0.432579172,190
9549,non-linear,6_hard_pruned,0.583254899,190
9550,blocking,10_easy_full,0.498372003,191
9551,blocking,10_easy_pruned,0.628180914,191
9552,blocking,10_hard_full,0.702908092,191
9553,blocking,10_hard_pruned,0.511866496,191
9554,blocking,10_medium_full,0.417826854,191
9555,blocking,10_medium_pruned,0.507533916,191
9556,blocking,6_easy_full,0.822335085,191
9557,blocking,6_easy_pruned,0.671712423,191
9558,blocking,6_hard_full,0.733915812,191
9559,blocking,6_hard_pruned,0.580333547,191
9560,density,10_easy_full,-0.184634584,191
9561,density,10_easy_pruned,0.339135574,191
9562,density,10_hard_full,0.463733331,191
9563,density,10_hard_pruned,0.381146799,191
9564,density,10_medium_full,0.195184665,191
9565,density,10_medium_pruned,0.105240726,191
9566,density,6_easy_full,0.341899369,191
9567,density,6_easy_pruned,0.54529534,191
9568,density,6_hard_full,0.42952512,191
9569,density,6_hard_pruned,0.100316259,191
9570,interaction,10_easy_full,0.363491002,191
9571,interaction,10_easy_pruned,0.532467198,191
9572,interaction,10_hard_full,0.494051851,191
9573,interaction,10_hard_pruned,0.134361685,191
9574,interaction,10_medium_full,0.377082138,191
9575,interaction,10_medium_pruned,0.362026519,191
9576,interaction,6_easy_full,0.887971418,191
9577,interaction,6_easy_pruned,0.70012369,191
9578,interaction,6_hard_full,0.530673931,191
9579,interaction,6_hard_pruned,0.561135123,191
9580,linear,10_easy_full,0.077480375,191
9581,linear,10_easy_pruned,0.451908457,191
9582,linear,10_hard_full,0.522086337,191
9583,linear,10_hard_pruned,0.503287909,191
9584,linear,10_medium_full,0.427845744,191
9585,linear,10_medium_pruned,0.46577648,191
9586,linear,6_easy_full,0.669993882,191
9587,linear,6_easy_pruned,0.488998201,191
9588,linear,6_hard_full,0.481508928,191
9589,linear,6_hard_pruned,0.544409758,191
